% Model:              C52_3D_base_unit_cell_recesses(square pillar) (2).mph
% Version:            COMSOL 5.2.0.220
% Date:               Jul 27 2026, 01:54
% Table:              Table 1 - Global Evaluation 2 (n_CO2_film)
% R_texture (m)          H_texture (m)            t (s)                    Total moles of CO2 captured per unit cell (mol)
5.0E-5                   2.75E-5                  10000                    1.0447170695933435E-4
5.0E-5                   2.75E-5                  20000                    1.4021037419488668E-4
5.0E-5                   2.75E-5                  30000                    1.637683153712506E-4
5.0E-5                   2.75E-5                  40000                    1.790494964847912E-4
5.0E-5                   2.75E-5                  50000                    1.8862579012010808E-4
5.0E-5                   2.75E-5                  60000                    1.9429472218811307E-4
5.0E-5                   2.75E-5                  70000                    1.9751209019579734E-4
5.0E-5                   2.75E-5                  80000                    1.992421702695984E-4
5.0E-5                   2.75E-5                  90000                    2.0010600301868987E-4
5.0E-5                   2.75E-5                  100000                   2.0052527743739045E-4
5.0E-5                   2.75E-5                  110000                   2.0069642820945177E-4
5.0E-5                   2.75E-5                  120000                   2.007654385485351E-4
5.0E-5                   2.75E-5                  130000                   2.0087362195352355E-4
5.0E-5                   2.75E-5                  140000                   2.0098742253278563E-4
5.0E-5                   2.75E-5                  150000                   2.0104854347010828E-4
5.0E-5                   2.75E-5                  160000                   2.011031495606923E-4
5.0E-5                   2.75E-5                  170000                   2.011327446378395E-4
5.0E-5                   2.75E-5                  180000                   2.0115935727996404E-4
5.0E-5                   2.75E-5                  190000                   2.0117296862893187E-4
5.0E-5                   2.75E-5                  200000                   2.011850304489352E-4
5.0E-5                   3.5000000000000004E-5    0                        0
5.0E-5                   3.5000000000000004E-5    0.1                      0
5.0E-5                   3.5000000000000004E-5    0.2                      0
5.0E-5                   3.5000000000000004E-5    0.30000000000000004      0
5.0E-5                   3.5000000000000004E-5    0.4                      0
5.0E-5                   3.5000000000000004E-5    0.5                      0
5.0E-5                   3.5000000000000004E-5    0.6000000000000001       0
5.0E-5                   3.5000000000000004E-5    0.7000000000000001       0
5.0E-5                   3.5000000000000004E-5    0.8                      0
5.0E-5                   3.5000000000000004E-5    0.9                      0
5.0E-5                   3.5000000000000004E-5    1                        1.6361843101401657E-6
5.0E-5                   3.5000000000000004E-5    1.1                      3.0423440175834227E-6
5.0E-5                   3.5000000000000004E-5    1.2000000000000002       3.0676688189842528E-6
5.0E-5                   3.5000000000000004E-5    1.3                      3.0928711754014307E-6
5.0E-5                   3.5000000000000004E-5    1.4000000000000001       3.1179249626061096E-6
5.0E-5                   3.5000000000000004E-5    1.5                      3.1428781713761632E-6
5.0E-5                   3.5000000000000004E-5    1.6                      3.1677275899661954E-6
5.0E-5                   3.5000000000000004E-5    1.7000000000000002       3.192356126987866E-6
5.0E-5                   3.5000000000000004E-5    1.8                      3.2169056161091496E-6
5.0E-5                   3.5000000000000004E-5    1.9000000000000001       3.241376219256513E-6
5.0E-5                   3.5000000000000004E-5    2                        3.265768097097767E-6
5.0E-5                   3.5000000000000004E-5    5                        3.950843832342572E-6
5.0E-5                   3.5000000000000004E-5    10                       4.9483678994341176E-6
5.0E-5                   3.5000000000000004E-5    100                      1.4230101379348944E-5
5.0E-5                   3.5000000000000004E-5    100                      1.4230101379348944E-5
5.0E-5                   3.5000000000000004E-5    200                      1.9892637357355338E-5
5.0E-5                   3.5000000000000004E-5    300                      2.413559005427144E-5
5.0E-5                   3.5000000000000004E-5    400                      2.761671428236649E-5
5.0E-5                   3.5000000000000004E-5    500                      3.063042646080252E-5
5.0E-5                   3.5000000000000004E-5    600                      3.3319875523991424E-5
5.0E-5                   3.5000000000000004E-5    700                      3.576036427163387E-5
5.0E-5                   3.5000000000000004E-5    800                      3.800196558072573E-5
5.0E-5                   3.5000000000000004E-5    900                      4.0081231377290176E-5
5.0E-5                   3.5000000000000004E-5    1000                     4.202623853228418E-5
5.0E-5                   3.5000000000000004E-5    2000                     5.708003034386783E-5
5.0E-5                   3.5000000000000004E-5    3000                     6.782436510588676E-5
5.0E-5                   3.5000000000000004E-5    4000                     7.64440512992764E-5
5.0E-5                   3.5000000000000004E-5    5000                     8.376700954339597E-5
5.0E-5                   3.5000000000000004E-5    6000                     9.01882789397737E-5
5.0E-5                   3.5000000000000004E-5    7000                     9.59629974295869E-5
5.0E-5                   3.5000000000000004E-5    8000                     1.0126590749700175E-4
5.0E-5                   3.5000000000000004E-5    9000                     1.0619789018293973E-4
5.0E-5                   3.5000000000000004E-5    10000                    1.1082533895474488E-4
5.0E-5                   3.5000000000000004E-5    20000                    1.4667339195010702E-4
5.0E-5                   3.5000000000000004E-5    30000                    1.7028384377747527E-4
5.0E-5                   3.5000000000000004E-5    40000                    1.855145299712479E-4
5.0E-5                   3.5000000000000004E-5    50000                    1.9497467906230998E-4
5.0E-5                   3.5000000000000004E-5    60000                    2.0060771013812045E-4
5.0E-5                   3.5000000000000004E-5    70000                    2.0379039378088938E-4
5.0E-5                   3.5000000000000004E-5    80000                    2.05450267624694E-4
5.0E-5                   3.5000000000000004E-5    90000                    2.0627815838244895E-4
5.0E-5                   3.5000000000000004E-5    100000                   2.067611906875653E-4
5.0E-5                   3.5000000000000004E-5    110000                   2.0711878615511231E-4
5.0E-5                   3.5000000000000004E-5    120000                   2.07551942699414E-4
5.0E-5                   3.5000000000000004E-5    130000                   2.0786813703938258E-4
5.0E-5                   3.5000000000000004E-5    140000                   2.0807181264885673E-4
5.0E-5                   3.5000000000000004E-5    150000                   2.080852367481362E-4
5.0E-5                   3.5000000000000004E-5    160000                   2.080392715331948E-4
5.0E-5                   3.5000000000000004E-5    170000                   2.0799759007958689E-4
5.0E-5                   3.5000000000000004E-5    180000                   2.0795055717554551E-4
5.0E-5                   3.5000000000000004E-5    190000                   2.079153563579612E-4
5.0E-5                   3.5000000000000004E-5    200000                   2.0789121974179077E-4
8.0E-5                   5.0E-6                   0                        0
8.0E-5                   5.0E-6                   0.1                      0
8.0E-5                   5.0E-6                   0.2                      0
8.0E-5                   5.0E-6                   0.30000000000000004      0
8.0E-5                   5.0E-6                   0.4                      0
8.0E-5                   5.0E-6                   0.5                      0
8.0E-5                   5.0E-6                   0.6000000000000001       0
8.0E-5                   5.0E-6                   0.7000000000000001       0
8.0E-5                   5.0E-6                   0.8                      0
8.0E-5                   5.0E-6                   0.9                      0
8.0E-5                   5.0E-6                   1                        1.3009453924343717E-6
8.0E-5                   5.0E-6                   1.1                      2.41300017859209E-6
8.0E-5                   5.0E-6                   1.2000000000000002       2.428616874360607E-6
8.0E-5                   5.0E-6                   1.3                      2.4441599326201337E-6
8.0E-5                   5.0E-6                   1.4000000000000001       2.4596223105326744E-6
8.0E-5                   5.0E-6                   1.5                      2.475019096792053E-6
8.0E-5                   5.0E-6                   1.6                      2.490362388401583E-6
8.0E-5                   5.0E-6                   1.7000000000000002       2.5055827886381678E-6
8.0E-5                   5.0E-6                   1.8                      2.520740324900075E-6
8.0E-5                   5.0E-6                   1.9000000000000001       2.5358507185514514E-6
8.0E-5                   5.0E-6                   2                        2.5509141298221627E-6
8.0E-5                   5.0E-6                   5                        2.9753005578694775E-6
8.0E-5                   5.0E-6                   10                       3.5986101163308714E-6
8.0E-5                   5.0E-6                   100                      9.718797898017081E-6
8.0E-5                   5.0E-6                   100                      9.718797898017081E-6
8.0E-5                   5.0E-6                   200                      1.357677869798844E-5
8.0E-5                   5.0E-6                   300                      1.6500626318363588E-5
8.0E-5                   5.0E-6                   400                      1.8926817704042642E-5
8.0E-5                   5.0E-6                   500                      2.1044350932840937E-5
8.0E-5                   5.0E-6                   600                      2.2952889410988363E-5
8.0E-5                   5.0E-6                   700                      2.4708129459001148E-5
8.0E-5                   5.0E-6                   800                      2.6338692659565126E-5
8.0E-5                   5.0E-6                   900                      2.786628897626165E-5
8.0E-5                   5.0E-6                   1000                     2.9307530490681333E-5
8.0E-5                   5.0E-6                   2000                     4.088147106627354E-5
8.0E-5                   5.0E-6                   3000                     4.971250067588612E-5
8.0E-5                   5.0E-6                   4000                     5.713993829023864E-5
8.0E-5                   5.0E-6                   5000                     6.366967354313663E-5
8.0E-5                   5.0E-6                   6000                     6.957661975087371E-5
8.0E-5                   5.0E-6                   7000                     7.500231043210602E-5
8.0E-5                   5.0E-6                   8000                     8.004795919951187E-5
8.0E-5                   5.0E-6                   9000                     8.478352586203205E-5
8.0E-5                   5.0E-6                   10000                    8.92584714147682E-5
8.0E-5                   5.0E-6                   20000                    1.2458196875448984E-4
8.0E-5                   5.0E-6                   30000                    1.4836607209939073E-4
8.0E-5                   5.0E-6                   40000                    1.6405811925260564E-4
8.0E-5                   5.0E-6                   50000                    1.7409604591423172E-4
8.0E-5                   5.0E-6                   60000                    1.8026793248665144E-4
8.0E-5                   5.0E-6                   70000                    1.8393738540210765E-4
8.0E-5                   5.0E-6                   80000                    1.8599080239794377E-4
8.0E-5                   5.0E-6                   90000                    1.8709049255645954E-4
8.0E-5                   5.0E-6                   100000                   1.8762299228293445E-4
8.0E-5                   5.0E-6                   110000                   1.878649968139112E-4
8.0E-5                   5.0E-6                   120000                   1.8797742099393053E-4
8.0E-5                   5.0E-6                   130000                   1.8800045645457305E-4
8.0E-5                   5.0E-6                   140000                   1.8801376036103269E-4
8.0E-5                   5.0E-6                   150000                   1.8805115333918416E-4
8.0E-5                   5.0E-6                   160000                   1.8809810355273067E-4
8.0E-5                   5.0E-6                   170000                   1.8812643010891536E-4
8.0E-5                   5.0E-6                   180000                   1.8815360563451805E-4
8.0E-5                   5.0E-6                   190000                   1.8816720127221538E-4
8.0E-5                   5.0E-6                   200000                   1.8818024538935993E-4
8.0E-5                   1.25E-5                  0                        0
8.0E-5                   1.25E-5                  0.1                      0
8.0E-5                   1.25E-5                  0.2                      0
8.0E-5                   1.25E-5                  0.30000000000000004      0
8.0E-5                   1.25E-5                  0.4                      0
8.0E-5                   1.25E-5                  0.5                      0
8.0E-5                   1.25E-5                  0.6000000000000001       0
8.0E-5                   1.25E-5                  0.7000000000000001       0
8.0E-5                   1.25E-5                  0.8                      0
8.0E-5                   1.25E-5                  0.9                      0
8.0E-5                   1.25E-5                  1                        1.3143549768653278E-6
8.0E-5                   1.25E-5                  1.1                      2.4420659457101028E-6
8.0E-5                   1.25E-5                  1.2000000000000002       2.463582974832071E-6
8.0E-5                   1.25E-5                  1.3                      2.4849905747255865E-6
8.0E-5                   1.25E-5                  1.4000000000000001       2.506272194926682E-6
8.0E-5                   1.25E-5                  1.5                      2.5274605348168186E-6
8.0E-5                   1.25E-5                  1.6                      2.5485711510919273E-6
8.0E-5                   1.25E-5                  1.7000000000000002       2.569478602694994E-6
8.0E-5                   1.25E-5                  1.8                      2.5903100468219432E-6
8.0E-5                   1.25E-5                  1.9000000000000001       2.611072653007023E-6
8.0E-5                   1.25E-5                  2                        2.6317665780280982E-6
8.0E-5                   1.25E-5                  5                        3.2119892974259038E-6
8.0E-5                   1.25E-5                  10                       4.0526278984294975E-6
8.0E-5                   1.25E-5                  100                      1.1729891642691876E-5
8.0E-5                   1.25E-5                  100                      1.1729891642691876E-5
8.0E-5                   1.25E-5                  200                      1.636526974904953E-5
8.0E-5                   1.25E-5                  300                      1.9819779191238845E-5
8.0E-5                   1.25E-5                  400                      2.2656716446980892E-5
8.0E-5                   1.25E-5                  500                      2.510658807815094E-5
8.0E-5                   1.25E-5                  600                      2.7296511608964304E-5
8.0E-5                   1.25E-5                  700                      2.9294295219177542E-5
8.0E-5                   1.25E-5                  800                      3.113305295739486E-5
8.0E-5                   1.25E-5                  900                      3.283857946549699E-5
8.0E-5                   1.25E-5                  1000                     3.4439075953673045E-5
8.0E-5                   1.25E-5                  2000                     4.705944808925321E-5
8.0E-5                   1.25E-5                  3000                     5.646027228065427E-5
8.0E-5                   1.25E-5                  4000                     6.427133410159925E-5
8.0E-5                   1.25E-5                  5000                     7.107300467968703E-5
8.0E-5                   1.25E-5                  6000                     7.719155554219875E-5
8.0E-5                   1.25E-5                  7000                     8.27988058993868E-5
8.0E-5                   1.25E-5                  8000                     8.799795993226831E-5
8.0E-5                   1.25E-5                  9000                     9.286454738260766E-5
8.0E-5                   1.25E-5                  10000                    9.745338377924221E-5
8.0E-5                   1.25E-5                  20000                    1.3363992988593278E-4
8.0E-5                   1.25E-5                  30000                    1.5855867224568392E-4
8.0E-5                   1.25E-5                  40000                    1.755832191495193E-4
8.0E-5                   1.25E-5                  50000                    1.8692324533670933E-4
8.0E-5                   1.25E-5                  60000                    1.9432001879725674E-4
8.0E-5                   1.25E-5                  70000                    1.9890640996152146E-4
8.0E-5                   1.25E-5                  80000                    2.0161523823482357E-4
8.0E-5                   1.25E-5                  90000                    2.031371975324796E-4
8.0E-5                   1.25E-5                  100000                   2.0396621521262762E-4
8.0E-5                   1.25E-5                  110000                   2.0439234823867977E-4
8.0E-5                   1.25E-5                  120000                   2.0461933100490303E-4
8.0E-5                   1.25E-5                  130000                   2.0472041861988299E-4
8.0E-5                   1.25E-5                  140000                   2.0483160436172035E-4
8.0E-5                   1.25E-5                  150000                   2.0493624210973422E-4
8.0E-5                   1.25E-5                  160000                   2.0500457285999697E-4
8.0E-5                   1.25E-5                  170000                   2.0505930903340203E-4
8.0E-5                   1.25E-5                  180000                   2.0509526412473944E-4
8.0E-5                   1.25E-5                  190000                   2.0512258726554605E-4
8.0E-5                   1.25E-5                  200000                   2.0514054078860552E-4
8.0E-5                   2.0E-5                   0                        0
8.0E-5                   2.0E-5                   0.1                      0
8.0E-5                   2.0E-5                   0.2                      0
8.0E-5                   2.0E-5                   0.30000000000000004      0
8.0E-5                   2.0E-5                   0.4                      0
8.0E-5                   2.0E-5                   0.5                      0
8.0E-5                   2.0E-5                   0.6000000000000001       0
8.0E-5                   2.0E-5                   0.7000000000000001       0
8.0E-5                   2.0E-5                   0.8                      0
8.0E-5                   2.0E-5                   0.9                      0
8.0E-5                   2.0E-5                   1                        1.5709063891037372E-6
8.0E-5                   2.0E-5                   1.1                      2.920892661487078E-6
8.0E-5                   2.0E-5                   1.2000000000000002       2.945816936685956E-6
8.0E-5                   2.0E-5                   1.3                      2.970615131110355E-6
8.0E-5                   2.0E-5                   1.4000000000000001       2.995263821657381E-6
8.0E-5                   2.0E-5                   1.5                      3.0198073573209287E-6
8.0E-5                   2.0E-5                   1.6                      3.0442559474938183E-6
8.0E-5                   2.0E-5                   1.7000000000000002       3.0684661154572258E-6
8.0E-5                   2.0E-5                   1.8                      3.092596168593749E-6
8.0E-5                   2.0E-5                   1.9000000000000001       3.116646285489956E-6
8.0E-5                   2.0E-5                   2                        3.1406166432694683E-6
8.0E-5                   2.0E-5                   5                        3.8124336751797815E-6
8.0E-5                   2.0E-5                   10                       4.786137333863989E-6
8.0E-5                   2.0E-5                   100                      1.3739350265214855E-5
8.0E-5                   2.0E-5                   100                      1.3739350265214855E-5
8.0E-5                   2.0E-5                   200                      1.9175681555368263E-5
8.0E-5                   2.0E-5                   300                      2.3222428674255512E-5
8.0E-5                   2.0E-5                   400                      2.6561134662631786E-5
8.0E-5                   2.0E-5                   500                      2.944615986547896E-5
8.0E-5                   2.0E-5                   600                      3.201618257861047E-5
8.0E-5                   2.0E-5                   700                      3.434031993649842E-5
8.0E-5                   2.0E-5                   800                      3.647424378144602E-5
8.0E-5                   2.0E-5                   900                      3.845057426705571E-5
8.0E-5                   2.0E-5                   1000                     4.02978599083077E-5
8.0E-5                   2.0E-5                   2000                     5.460811889184198E-5
8.0E-5                   2.0E-5                   3000                     6.499642637934779E-5
8.0E-5                   2.0E-5                   4000                     7.3482335535805E-5
8.0E-5                   2.0E-5                   5000                     8.079208647274343E-5
8.0E-5                   2.0E-5                   6000                     8.730491607063661E-5
8.0E-5                   2.0E-5                   7000                     9.322295751301028E-5
8.0E-5                   2.0E-5                   8000                     9.867899448262004E-5
8.0E-5                   2.0E-5                   9000                     1.0375696355771695E-4
8.0E-5                   2.0E-5                   10000                    1.0851940150342252E-4
8.0E-5                   2.0E-5                   20000                    1.457517096216688E-4
8.0E-5                   2.0E-5                   30000                    1.7146570357897642E-4
8.0E-5                   2.0E-5                   40000                    1.8928952579018313E-4
8.0E-5                   2.0E-5                   50000                    2.013796555288512E-4
8.0E-5                   2.0E-5                   60000                    2.0929821080489558E-4
8.0E-5                   2.0E-5                   70000                    2.14375800854281E-4
8.0E-5                   2.0E-5                   80000                    2.1752390473880475E-4
8.0E-5                   2.0E-5                   90000                    2.193035096135395E-4
8.0E-5                   2.0E-5                   100000                   2.202961439952231E-4
8.0E-5                   2.0E-5                   110000                   2.2081187949150576E-4
8.0E-5                   2.0E-5                   120000                   2.2120804287967786E-4
8.0E-5                   2.0E-5                   130000                   2.214645467448329E-4
8.0E-5                   2.0E-5                   140000                   2.2179042041138792E-4
8.0E-5                   2.0E-5                   150000                   2.2195689406255488E-4
8.0E-5                   2.0E-5                   160000                   2.2205642544333078E-4
8.0E-5                   2.0E-5                   170000                   2.2212244024285478E-4
8.0E-5                   2.0E-5                   180000                   2.2215374385866558E-4
8.0E-5                   2.0E-5                   190000                   2.2217357320176108E-4
8.0E-5                   2.0E-5                   200000                   2.221782550919432E-4
8.0E-5                   2.75E-5                  0                        0
8.0E-5                   2.75E-5                  0.1                      0
8.0E-5                   2.75E-5                  0.2                      0
8.0E-5                   2.75E-5                  0.30000000000000004      0
8.0E-5                   2.75E-5                  0.4                      0
8.0E-5                   2.75E-5                  0.5                      0
8.0E-5                   2.75E-5                  0.6000000000000001       0
8.0E-5                   2.75E-5                  0.7000000000000001       0
8.0E-5                   2.75E-5                  0.8                      0
8.0E-5                   2.75E-5                  0.9                      0
8.0E-5                   2.75E-5                  1                        1.7786014743192442E-6
8.0E-5                   2.75E-5                  1.1                      3.308327512372724E-6
8.0E-5                   2.75E-5                  1.2000000000000002       3.336989006952523E-6
8.0E-5                   2.75E-5                  1.3                      3.3655063386342664E-6
8.0E-5                   2.75E-5                  1.4000000000000001       3.393851833907051E-6
8.0E-5                   2.75E-5                  1.5                      3.422077697977289E-6
8.0E-5                   2.75E-5                  1.6                      3.450193178732659E-6
8.0E-5                   2.75E-5                  1.7000000000000002       3.478037507359149E-6
8.0E-5                   2.75E-5                  1.8                      3.5057904284934267E-6
8.0E-5                   2.75E-5                  1.9000000000000001       3.533452137593217E-6
8.0E-5                   2.75E-5                  2                        3.5610228284655506E-6
8.0E-5                   2.75E-5                  5                        4.3340665849140735E-6
8.0E-5                   2.75E-5                  10                       5.455447201991184E-6
8.0E-5                   2.75E-5                  100                      1.5750219184195303E-5
8.0E-5                   2.75E-5                  100                      1.5750219184195303E-5
8.0E-5                   2.75E-5                  200                      2.1990763328293302E-5
8.0E-5                   2.75E-5                  300                      2.663800559869947E-5
8.0E-5                   2.75E-5                  400                      3.0472499527967902E-5
8.0E-5                   2.75E-5                  500                      3.378739839572389E-5
8.0E-5                   2.75E-5                  600                      3.673972823092158E-5
8.0E-5                   2.75E-5                  700                      3.9409936199601446E-5
8.0E-5                   2.75E-5                  800                      4.186017280339751E-5
8.0E-5                   2.75E-5                  900                      4.412836270411196E-5
8.0E-5                   2.75E-5                  1000                     4.624704586084258E-5
8.0E-5                   2.75E-5                  2000                     6.255560674627345E-5
8.0E-5                   2.75E-5                  3000                     7.421123719236925E-5
8.0E-5                   2.75E-5                  4000                     8.358686734207785E-5
8.0E-5                   2.75E-5                  5000                     9.156164663549557E-5
8.0E-5                   2.75E-5                  6000                     9.859453661897609E-5
8.0E-5                   2.75E-5                  7000                     1.0492966200101282E-4
8.0E-5                   2.75E-5                  8000                     1.1072826510282068E-4
8.0E-5                   2.75E-5                  9000                     1.1608948917210169E-4
8.0E-5                   2.75E-5                  10000                    1.2108954800218201E-4
8.0E-5                   2.75E-5                  20000                    1.5955149654462802E-4
8.0E-5                   2.75E-5                  30000                    1.8590098431941744E-4
8.0E-5                   2.75E-5                  40000                    2.0428141110662672E-4
8.0E-5                   2.75E-5                  50000                    2.168589480851766E-4
8.0E-5                   2.75E-5                  60000                    2.2518364777464342E-4
8.0E-5                   2.75E-5                  70000                    2.3056309689737655E-4
8.0E-5                   2.75E-5                  80000                    2.3395634799146375E-4
8.0E-5                   2.75E-5                  90000                    2.3591330501589766E-4
8.0E-5                   2.75E-5                  100000                   2.3703314703180719E-4
8.0E-5                   2.75E-5                  110000                   2.376379308233874E-4
8.0E-5                   2.75E-5                  120000                   2.381164233818096E-4
8.0E-5                   2.75E-5                  130000                   2.3846555413665254E-4
8.0E-5                   2.75E-5                  140000                   2.3885102463671928E-4
8.0E-5                   2.75E-5                  150000                   2.3908683604597402E-4
8.0E-5                   2.75E-5                  160000                   2.391616964718119E-4
8.0E-5                   2.75E-5                  170000                   2.3920383672310352E-4
8.0E-5                   2.75E-5                  180000                   2.3920851409122207E-4
8.0E-5                   2.75E-5                  190000                   2.392061373320447E-4
8.0E-5                   2.75E-5                  200000                   2.391945227573275E-4
8.0E-5                   3.5000000000000004E-5    0                        0
8.0E-5                   3.5000000000000004E-5    0.1                      0
8.0E-5                   3.5000000000000004E-5    0.2                      0
8.0E-5                   3.5000000000000004E-5    0.30000000000000004      0
8.0E-5                   3.5000000000000004E-5    0.4                      0
8.0E-5                   3.5000000000000004E-5    0.5                      0
8.0E-5                   3.5000000000000004E-5    0.6000000000000001       0
8.0E-5                   3.5000000000000004E-5    0.7000000000000001       0
8.0E-5                   3.5000000000000004E-5    0.8                      0
8.0E-5                   3.5000000000000004E-5    0.9                      0
8.0E-5                   3.5000000000000004E-5    1                        2.039032542245094E-6
8.0E-5                   3.5000000000000004E-5    1.1                      3.7917436569216587E-6
8.0E-5                   3.5000000000000004E-5    1.2000000000000002       3.823392474176561E-6
8.0E-5                   3.5000000000000004E-5    1.3                      3.854891934738853E-6
8.0E-5                   3.5000000000000004E-5    1.4000000000000001       3.886203006126579E-6
8.0E-5                   3.5000000000000004E-5    1.5                      3.917394976436372E-6
8.0E-5                   3.5000000000000004E-5    1.6                      3.948434604337235E-6
8.0E-5                   3.5000000000000004E-5    1.7000000000000002       3.979229040717073E-6
8.0E-5                   3.5000000000000004E-5    1.8                      4.009924636517914E-6
8.0E-5                   3.5000000000000004E-5    1.9000000000000001       4.040521594574766E-6
8.0E-5                   3.5000000000000004E-5    2                        4.071020116120954E-6
8.0E-5                   3.5000000000000004E-5    5                        4.927647903351518E-6
8.0E-5                   3.5000000000000004E-5    10                       6.175885217415189E-6
8.0E-5                   3.5000000000000004E-5    100                      1.7751818930076916E-5
8.0E-5                   3.5000000000000004E-5    100                      1.7751818930076916E-5
8.0E-5                   3.5000000000000004E-5    200                      2.480472204371164E-5
8.0E-5                   3.5000000000000004E-5    300                      3.0074340500422285E-5
8.0E-5                   3.5000000000000004E-5    400                      3.4395178596602085E-5
8.0E-5                   3.5000000000000004E-5    500                      3.813471539268872E-5
8.0E-5                   3.5000000000000004E-5    600                      4.146772498153919E-5
8.0E-5                   3.5000000000000004E-5    700                      4.4487757262582606E-5
8.0E-5                   3.5000000000000004E-5    800                      4.725696376412549E-5
8.0E-5                   3.5000000000000004E-5    900                      4.982343982079274E-5
8.0E-5                   3.5000000000000004E-5    1000                     5.222479013528011E-5
8.0E-5                   3.5000000000000004E-5    2000                     7.068184636535604E-5
8.0E-5                   3.5000000000000004E-5    3000                     8.37086908506114E-5
8.0E-5                   3.5000000000000004E-5    4000                     9.41021627617869E-5
8.0E-5                   3.5000000000000004E-5    5000                     1.0287550737738537E-4
8.0E-5                   3.5000000000000004E-5    6000                     1.1051889841152148E-4
8.0E-5                   3.5000000000000004E-5    7000                     1.173420896207433E-4
8.0E-5                   3.5000000000000004E-5    8000                     1.2354836167545883E-4
8.0E-5                   3.5000000000000004E-5    9000                     1.292592322593426E-4
8.0E-5                   3.5000000000000004E-5    10000                    1.345597409290968E-4
8.0E-5                   3.5000000000000004E-5    20000                    1.7440314947902565E-4
8.0E-5                   3.5000000000000004E-5    30000                    2.0122950488649753E-4
8.0E-5                   3.5000000000000004E-5    40000                    2.1996093739484003E-4
8.0E-5                   3.5000000000000004E-5    50000                    2.328516003145532E-4
8.0E-5                   3.5000000000000004E-5    60000                    2.4133491541629377E-4
8.0E-5                   3.5000000000000004E-5    70000                    2.467670038510132E-4
8.0E-5                   3.5000000000000004E-5    80000                    2.5013307808839544E-4
8.0E-5                   3.5000000000000004E-5    90000                    2.5223965483701905E-4
8.0E-5                   3.5000000000000004E-5    100000                   2.53483746562632E-4
8.0E-5                   3.5000000000000004E-5    110000                   2.5433161125403394E-4
8.0E-5                   3.5000000000000004E-5    120000                   2.5484548201609654E-4
8.0E-5                   3.5000000000000004E-5    130000                   2.5523916530432127E-4
8.0E-5                   3.5000000000000004E-5    140000                   2.5550888225738135E-4
8.0E-5                   3.5000000000000004E-5    150000                   2.557259501251246E-4
8.0E-5                   3.5000000000000004E-5    160000                   2.5587635590183734E-4
8.0E-5                   3.5000000000000004E-5    170000                   2.5598444152518036E-4
8.0E-5                   3.5000000000000004E-5    180000                   2.5604725221227355E-4
8.0E-5                   3.5000000000000004E-5    190000                   2.5609292119787924E-4
8.0E-5                   3.5000000000000004E-5    200000                   2.5611296912417795E-4
