% Model,C52_3D_base_unit_cell_recesses(grooves)_v2.mph
% Version,COMSOL 5.2.0.220
% Date,"Aug 3 2026, 14:59"
% Table,Table 2 - Global Evaluation 3 - export as csv (intopA(1))
% R_texture (m),H_texture (m),t (s),intopA(1) (m^2)
8.0E-5,3.5000000000000004E-5,6000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,7000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,8000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,9000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,10000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,20000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,30000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,40000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,50000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,60000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,70000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,80000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,90000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,100000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,110000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,120000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,130000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,140000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,150000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,160000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,170000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,180000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,190000,1.073212459828659E-8
8.0E-5,3.5000000000000004E-5,200000,1.073212459828659E-8
