% Model:              C52_3D_base_unit_cell_recesses(edges)_v2.mph
% Version:            COMSOL 5.2.0.220
% Date:               Jul 27 2026, 16:59
% Table:              Table 1 - Global Evaluation 1 (n_CO2_film)
% R_texture (m)          H_texture (m)            t (s)                    Total moles of CO2 captured per unit cell (mol)
5.0E-5                   5.0E-6                   70000                    1.660370024607023E-4
5.0E-5                   5.0E-6                   80000                    1.670192537680905E-4
5.0E-5                   5.0E-6                   90000                    1.6778446090572041E-4
5.0E-5                   5.0E-6                   100000                   1.6830790633694947E-4
5.0E-5                   5.0E-6                   110000                   1.6852160307274355E-4
5.0E-5                   5.0E-6                   120000                   1.6840690076190776E-4
5.0E-5                   5.0E-6                   130000                   1.6828581581377442E-4
5.0E-5                   5.0E-6                   140000                   1.6821452618919608E-4
5.0E-5                   5.0E-6                   150000                   1.6814538787894676E-4
5.0E-5                   5.0E-6                   160000                   1.6811481983664556E-4
5.0E-5                   5.0E-6                   170000                   1.680851810907125E-4
5.0E-5                   5.0E-6                   180000                   1.6807207935994812E-4
5.0E-5                   5.0E-6                   190000                   1.680593772208074E-4
5.0E-5                   5.0E-6                   200000                   1.680537632426E-4
5.0E-5                   1.25E-5                  0                        0
5.0E-5                   1.25E-5                  0.1                      0
5.0E-5                   1.25E-5                  0.2                      0
5.0E-5                   1.25E-5                  0.30000000000000004      0
5.0E-5                   1.25E-5                  0.4                      0
5.0E-5                   1.25E-5                  0.5                      0
5.0E-5                   1.25E-5                  0.6000000000000001       0
5.0E-5                   1.25E-5                  0.7000000000000001       0
5.0E-5                   1.25E-5                  0.8                      0
5.0E-5                   1.25E-5                  0.9                      0
5.0E-5                   1.25E-5                  1                        1.0678956144377843E-6
5.0E-5                   1.25E-5                  1.1                      1.9864372225984613E-6
5.0E-5                   1.25E-5                  1.2000000000000002       2.003570237673862E-6
5.0E-5                   1.25E-5                  1.3                      2.0206178108792907E-6
5.0E-5                   1.25E-5                  1.4000000000000001       2.0375666894226724E-6
5.0E-5                   1.25E-5                  1.5                      2.054443001177087E-6
5.0E-5                   1.25E-5                  1.6                      2.071259126155505E-6
5.0E-5                   1.25E-5                  1.7000000000000002       2.0879152384404164E-6
5.0E-5                   1.25E-5                  1.8                      2.1045125113423695E-6
5.0E-5                   1.25E-5                  1.9000000000000001       2.1210564508415443E-6
5.0E-5                   1.25E-5                  2                        2.1375471676792187E-6
5.0E-5                   1.25E-5                  5                        2.6006276053825377E-6
5.0E-5                   1.25E-5                  10                       3.2740977435522736E-6
5.0E-5                   1.25E-5                  100                      9.611141733566363E-6
5.0E-5                   1.25E-5                  100                      9.611141733566363E-6
5.0E-5                   1.25E-5                  200                      1.3574641088688421E-5
5.0E-5                   1.25E-5                  300                      1.6578070360346994E-5
5.0E-5                   1.25E-5                  400                      1.9094793431955076E-5
5.0E-5                   1.25E-5                  500                      2.1295869148146817E-5
5.0E-5                   1.25E-5                  600                      2.3280611838702858E-5
5.0E-5                   1.25E-5                  700                      2.509521255435602E-5
5.0E-5                   1.25E-5                  800                      2.6777432098596434E-5
5.0E-5                   1.25E-5                  900                      2.8351033769476338E-5
5.0E-5                   1.25E-5                  1000                     2.983479077696915E-5
5.0E-5                   1.25E-5                  2000                     4.173396054152161E-5
5.0E-5                   1.25E-5                  3000                     5.077293131045259E-5
5.0E-5                   1.25E-5                  4000                     5.836331780376284E-5
5.0E-5                   1.25E-5                  5000                     6.502228341772787E-5
5.0E-5                   1.25E-5                  6000                     7.102707926372131E-5
5.0E-5                   1.25E-5                  7000                     7.652905992200659E-5
5.0E-5                   1.25E-5                  8000                     8.162282609296218E-5
5.0E-5                   1.25E-5                  9000                     8.636716038981137E-5
5.0E-5                   1.25E-5                  10000                    9.080127190841198E-5
5.0E-5                   1.25E-5                  20000                    1.2282091526355095E-4
5.0E-5                   1.25E-5                  30000                    1.3966065072238635E-4
5.0E-5                   1.25E-5                  40000                    1.4786792333683894E-4
5.0E-5                   1.25E-5                  50000                    1.5158325828154532E-4
5.0E-5                   1.25E-5                  60000                    1.5329606527447601E-4
5.0E-5                   1.25E-5                  70000                    1.5400581425030854E-4
5.0E-5                   1.25E-5                  80000                    1.5443981094255982E-4
5.0E-5                   1.25E-5                  90000                    1.545811504962103E-4
5.0E-5                   1.25E-5                  100000                   1.5466322282624355E-4
5.0E-5                   1.25E-5                  110000                   1.5470424607899654E-4
5.0E-5                   1.25E-5                  120000                   1.5473110369846048E-4
5.0E-5                   1.25E-5                  130000                   1.5474693985738784E-4
5.0E-5                   1.25E-5                  140000                   1.547572887788608E-4
5.0E-5                   1.25E-5                  150000                   1.547633898962947E-4
5.0E-5                   1.25E-5                  160000                   1.5476737592934133E-4
5.0E-5                   1.25E-5                  170000                   1.5476972814263226E-4
5.0E-5                   1.25E-5                  180000                   1.547712668022819E-4
5.0E-5                   1.25E-5                  190000                   1.5477217490149508E-4
5.0E-5                   1.25E-5                  200000                   1.5477276901057103E-4
5.0E-5                   2.0E-5                   0                        0
5.0E-5                   2.0E-5                   0.1                      0
5.0E-5                   2.0E-5                   0.2                      0
5.0E-5                   2.0E-5                   0.30000000000000004      0
5.0E-5                   2.0E-5                   0.4                      0
5.0E-5                   2.0E-5                   0.5                      0
5.0E-5                   2.0E-5                   0.6000000000000001       0
5.0E-5                   2.0E-5                   0.7000000000000001       0
5.0E-5                   2.0E-5                   0.8                      0
5.0E-5                   2.0E-5                   0.9                      0
5.0E-5                   2.0E-5                   1                        1.1477302897205607E-6
5.0E-5                   2.0E-5                   1.1                      2.135483342219962E-6
5.0E-5                   2.0E-5                   1.2000000000000002       2.1535278153933486E-6
5.0E-5                   2.0E-5                   1.3                      2.171487760027581E-6
5.0E-5                   2.0E-5                   1.4000000000000001       2.1893397087742203E-6
5.0E-5                   2.0E-5                   1.5                      2.2071250205149983E-6
5.0E-5                   2.0E-5                   1.6                      2.2248203044663605E-6
5.0E-5                   2.0E-5                   1.7000000000000002       2.2423794733088294E-6
5.0E-5                   2.0E-5                   1.8                      2.259882794805832E-6
5.0E-5                   2.0E-5                   1.9000000000000001       2.2773303829011915E-6
5.0E-5                   2.0E-5                   2                        2.294722350687933E-6
5.0E-5                   2.0E-5                   5                        2.7833296922710067E-6
5.0E-5                   2.0E-5                   10                       3.4963986399548797E-6
5.0E-5                   2.0E-5                   100                      1.0254650202496674E-5
5.0E-5                   2.0E-5                   100                      1.0254650202496674E-5
5.0E-5                   2.0E-5                   200                      1.4491138859706349E-5
5.0E-5                   2.0E-5                   300                      1.7714652232920776E-5
5.0E-5                   2.0E-5                   400                      2.0397235287585223E-5
5.0E-5                   2.0E-5                   500                      2.274713368485451E-5
5.0E-5                   2.0E-5                   600                      2.4864724201146288E-5
5.0E-5                   2.0E-5                   700                      2.68034701151764E-5
5.0E-5                   2.0E-5                   800                      2.859880520675768E-5
5.0E-5                   2.0E-5                   900                      3.0277429477661122E-5
5.0E-5                   2.0E-5                   1000                     3.186008856009937E-5
5.0E-5                   2.0E-5                   2000                     4.4469265859970544E-5
5.0E-5                   2.0E-5                   3000                     5.396168213170293E-5
5.0E-5                   2.0E-5                   4000                     6.186966567289693E-5
5.0E-5                   2.0E-5                   5000                     6.8766630457524E-5
5.0E-5                   2.0E-5                   6000                     7.49154615568473E-5
5.0E-5                   2.0E-5                   7000                     8.046664980890578E-5
5.0E-5                   2.0E-5                   8000                     8.551138983258249E-5
5.0E-5                   2.0E-5                   9000                     9.011147036707063E-5
5.0E-5                   2.0E-5                   10000                    9.432173086775627E-5
5.0E-5                   2.0E-5                   20000                    1.2150934572076791E-4
5.0E-5                   2.0E-5                   30000                    1.33188704790747E-4
5.0E-5                   2.0E-5                   40000                    1.3811201599748217E-4
5.0E-5                   2.0E-5                   50000                    1.4011625360672958E-4
5.0E-5                   2.0E-5                   60000                    1.4090917218022195E-4
5.0E-5                   2.0E-5                   70000                    1.4124528495395582E-4
5.0E-5                   2.0E-5                   80000                    1.4137153235665667E-4
5.0E-5                   2.0E-5                   90000                    1.414308270415227E-4
5.0E-5                   2.0E-5                   100000                   1.4146036221526206E-4
5.0E-5                   2.0E-5                   110000                   1.4148057414194634E-4
5.0E-5                   2.0E-5                   120000                   1.4149092318835506E-4
5.0E-5                   2.0E-5                   130000                   1.4149799077310056E-4
5.0E-5                   2.0E-5                   140000                   1.4150158574242213E-4
5.0E-5                   2.0E-5                   150000                   1.415040547824214E-4
5.0E-5                   2.0E-5                   160000                   1.4150533215867E-4
5.0E-5                   2.0E-5                   170000                   1.4150620934178182E-4
5.0E-5                   2.0E-5                   180000                   1.4150666294958245E-4
5.0E-5                   2.0E-5                   190000                   1.4150697444840335E-4
5.0E-5                   2.0E-5                   200000                   1.4150713553294747E-4
5.0E-5                   2.75E-5                  0                        0
5.0E-5                   2.75E-5                  0.1                      0
5.0E-5                   2.75E-5                  0.2                      0
5.0E-5                   2.75E-5                  0.30000000000000004      0
5.0E-5                   2.75E-5                  0.4                      0
5.0E-5                   2.75E-5                  0.5                      0
5.0E-5                   2.75E-5                  0.6000000000000001       0
5.0E-5                   2.75E-5                  0.7000000000000001       0
5.0E-5                   2.75E-5                  0.8                      0
5.0E-5                   2.75E-5                  0.9                      0
5.0E-5                   2.75E-5                  1                        1.1796458809283874E-6
5.0E-5                   2.75E-5                  1.1                      2.198083656543361E-6
5.0E-5                   2.75E-5                  1.2000000000000002       2.217788499797536E-6
5.0E-5                   2.75E-5                  1.3                      2.237398547262882E-6
5.0E-5                   2.75E-5                  1.4000000000000001       2.2568863144098E-6
5.0E-5                   2.75E-5                  1.5                      2.2762997803207165E-6
5.0E-5                   2.75E-5                  1.6                      2.2956118904328387E-6
5.0E-5                   2.75E-5                  1.7000000000000002       2.314770082777924E-6
5.0E-5                   2.75E-5                  1.8                      2.3338659296083486E-6
5.0E-5                   2.75E-5                  1.9000000000000001       2.352899552441099E-6
5.0E-5                   2.75E-5                  2                        2.3718710719004967E-6
5.0E-5                   2.75E-5                  5                        2.903858163656135E-6
5.0E-5                   2.75E-5                  10                       3.677398573041989E-6
5.0E-5                   2.75E-5                  100                      1.0904610494405311E-5
5.0E-5                   2.75E-5                  100                      1.0904610494405311E-5
5.0E-5                   2.75E-5                  200                      1.541473666071097E-5
5.0E-5                   2.75E-5                  300                      1.8834568664213195E-5
5.0E-5                   2.75E-5                  400                      2.1692690225709397E-5
5.0E-5                   2.75E-5                  500                      2.4214305696167275E-5
5.0E-5                   2.75E-5                  600                      2.6475397138494385E-5
5.0E-5                   2.75E-5                  700                      2.8539056324430013E-5
5.0E-5                   2.75E-5                  800                      3.0447736338435543E-5
5.0E-5                   2.75E-5                  900                      3.223309125028559E-5
5.0E-5                   2.75E-5                  1000                     3.3916378809134876E-5
5.0E-5                   2.75E-5                  2000                     4.732897599395614E-5
5.0E-5                   2.75E-5                  3000                     5.7356200935965E-5
5.0E-5                   2.75E-5                  4000                     6.554288821254012E-5
5.0E-5                   2.75E-5                  5000                     7.242352725632791E-5
5.0E-5                   2.75E-5                  6000                     7.831196799867592E-5
5.0E-5                   2.75E-5                  7000                     8.339852956470469E-5
5.0E-5                   2.75E-5                  8000                     8.78320243967676E-5
5.0E-5                   2.75E-5                  9000                     9.172920473723277E-5
5.0E-5                   2.75E-5                  10000                    9.517527127956337E-5
5.0E-5                   2.75E-5                  20000                    1.1543446344286376E-4
5.0E-5                   2.75E-5                  30000                    1.234289684390884E-4
5.0E-5                   2.75E-5                  40000                    1.2646399207942759E-4
5.0E-5                   2.75E-5                  50000                    1.2758206638302207E-4
5.0E-5                   2.75E-5                  60000                    1.2803016785591933E-4
5.0E-5                   2.75E-5                  70000                    1.2818951608412242E-4
5.0E-5                   2.75E-5                  80000                    1.2823022602298961E-4
5.0E-5                   2.75E-5                  90000                    1.282365069154898E-4
5.0E-5                   2.75E-5                  100000                   1.2823851939864668E-4
5.0E-5                   2.75E-5                  110000                   1.2823962075095104E-4
5.0E-5                   2.75E-5                  120000                   1.2824025683624905E-4
5.0E-5                   2.75E-5                  130000                   1.28240607305731E-4
5.0E-5                   2.75E-5                  140000                   1.28240811923977E-4
5.0E-5                   2.75E-5                  150000                   1.282409249566721E-4
5.0E-5                   2.75E-5                  160000                   1.282409912204908E-4
5.0E-5                   2.75E-5                  170000                   1.2824102786700235E-4
5.0E-5                   2.75E-5                  180000                   1.2824104938918056E-4
5.0E-5                   2.75E-5                  190000                   1.2824106129770435E-4
5.0E-5                   2.75E-5                  200000                   1.2824106829693004E-4
5.0E-5                   3.5000000000000004E-5    0                        0
5.0E-5                   3.5000000000000004E-5    0.1                      0
5.0E-5                   3.5000000000000004E-5    0.2                      0
5.0E-5                   3.5000000000000004E-5    0.30000000000000004      0
5.0E-5                   3.5000000000000004E-5    0.4                      0
5.0E-5                   3.5000000000000004E-5    0.5                      0
5.0E-5                   3.5000000000000004E-5    0.6000000000000001       0
5.0E-5                   3.5000000000000004E-5    0.7000000000000001       0
5.0E-5                   3.5000000000000004E-5    0.8                      0
5.0E-5                   3.5000000000000004E-5    0.9                      0
5.0E-5                   3.5000000000000004E-5    1                        1.2859143946135097E-6
5.0E-5                   3.5000000000000004E-5    1.1                      2.3948718138678745E-6
5.0E-5                   3.5000000000000004E-5    1.2000000000000002       2.415032066802327E-6
5.0E-5                   3.5000000000000004E-5    1.3                      2.43509260244111E-6
5.0E-5                   3.5000000000000004E-5    1.4000000000000001       2.4550499292461236E-6
5.0E-5                   3.5000000000000004E-5    1.5                      2.474938222493663E-6
5.0E-5                   3.5000000000000004E-5    1.6                      2.4946706604321277E-6
5.0E-5                   3.5000000000000004E-5    1.7000000000000002       2.5143318535808453E-6
5.0E-5                   3.5000000000000004E-5    1.8                      2.533930705645711E-6
5.0E-5                   3.5000000000000004E-5    1.9000000000000001       2.5534673354877016E-6
5.0E-5                   3.5000000000000004E-5    2                        2.5728883125101132E-6
5.0E-5                   3.5000000000000004E-5    5                        3.1209696373434593E-6
5.0E-5                   3.5000000000000004E-5    10                       3.921972927176261E-6
5.0E-5                   3.5000000000000004E-5    100                      1.1548960958488949E-5
5.0E-5                   3.5000000000000004E-5    100                      1.1548960958488949E-5
5.0E-5                   3.5000000000000004E-5    200                      1.632955463058549E-5
5.0E-5                   3.5000000000000004E-5    300                      1.9960730900379488E-5
5.0E-5                   3.5000000000000004E-5    400                      2.2999280222144996E-5
5.0E-5                   3.5000000000000004E-5    500                      2.5656953718771183E-5
5.0E-5                   3.5000000000000004E-5    600                      2.8051926153627283E-5
5.0E-5                   3.5000000000000004E-5    700                      3.0246552133833843E-5
5.0E-5                   3.5000000000000004E-5    800                      3.228029850749227E-5
5.0E-5                   3.5000000000000004E-5    900                      3.4180495165751665E-5
5.0E-5                   3.5000000000000004E-5    1000                     3.596945419165359E-5
5.0E-5                   3.5000000000000004E-5    2000                     4.997702565648925E-5
5.0E-5                   3.5000000000000004E-5    3000                     5.965401049315908E-5
5.0E-5                   3.5000000000000004E-5    4000                     6.679794629057322E-5
5.0E-5                   3.5000000000000004E-5    5000                     7.23400445722393E-5
5.0E-5                   3.5000000000000004E-5    6000                     7.683315492256446E-5
5.0E-5                   3.5000000000000004E-5    7000                     8.062471385519257E-5
5.0E-5                   3.5000000000000004E-5    8000                     8.39176003955437E-5
5.0E-5                   3.5000000000000004E-5    9000                     8.681849472199363E-5
5.0E-5                   3.5000000000000004E-5    10000                    8.940870110489741E-5
5.0E-5                   3.5000000000000004E-5    20000                    1.055252576799574E-4
5.0E-5                   3.5000000000000004E-5    30000                    1.1191446739864722E-4
5.0E-5                   3.5000000000000004E-5    40000                    1.1409436440771968E-4
5.0E-5                   3.5000000000000004E-5    50000                    1.1467912925307468E-4
5.0E-5                   3.5000000000000004E-5    60000                    1.1479210245388336E-4
5.0E-5                   3.5000000000000004E-5    70000                    1.1487493202301059E-4
5.0E-5                   3.5000000000000004E-5    80000                    1.1491647754772904E-4
5.0E-5                   3.5000000000000004E-5    90000                    1.1494400130147929E-4
5.0E-5                   3.5000000000000004E-5    100000                   1.1495679328168184E-4
5.0E-5                   3.5000000000000004E-5    110000                   1.1496525199467598E-4
5.0E-5                   3.5000000000000004E-5    120000                   1.149691971858504E-4
5.0E-5                   3.5000000000000004E-5    130000                   1.1497181455717812E-4
5.0E-5                   3.5000000000000004E-5    140000                   1.1497303598068668E-4
5.0E-5                   3.5000000000000004E-5    150000                   1.149738467163054E-4
5.0E-5                   3.5000000000000004E-5    160000                   1.1497422512274815E-4
5.0E-5                   3.5000000000000004E-5    170000                   1.1497447633620541E-4
5.0E-5                   3.5000000000000004E-5    180000                   1.1497459359550387E-4
5.0E-5                   3.5000000000000004E-5    190000                   1.1497467144478322E-4
5.0E-5                   3.5000000000000004E-5    200000                   1.1497470778328634E-4
8.0E-5                   5.0E-6                   0                        0
8.0E-5                   5.0E-6                   0.1                      0
8.0E-5                   5.0E-6                   0.2                      0
8.0E-5                   5.0E-6                   0.30000000000000004      0
8.0E-5                   5.0E-6                   0.4                      0
8.0E-5                   5.0E-6                   0.5                      0
8.0E-5                   5.0E-6                   0.6000000000000001       0
8.0E-5                   5.0E-6                   0.7000000000000001       0
8.0E-5                   5.0E-6                   0.8                      0
8.0E-5                   5.0E-6                   0.9                      0
8.0E-5                   5.0E-6                   1                        9.853028240374232E-7
8.0E-5                   5.0E-6                   1.1                      1.8332473187708565E-6
8.0E-5                   5.0E-6                   1.2000000000000002       1.8494103400590014E-6
8.0E-5                   5.0E-6                   1.3                      1.8654912741883262E-6
8.0E-5                   5.0E-6                   1.4000000000000001       1.8814767963229012E-6
8.0E-5                   5.0E-6                   1.5                      1.8973910998475334E-6
8.0E-5                   5.0E-6                   1.6                      1.913247682075531E-6
8.0E-5                   5.0E-6                   1.7000000000000002       1.9289572441129523E-6
8.0E-5                   5.0E-6                   1.8                      1.944598512636108E-6
8.0E-5                   5.0E-6                   1.9000000000000001       1.9601889320911225E-6
8.0E-5                   5.0E-6                   2                        1.9757286139505E-6
8.0E-5                   5.0E-6                   5                        2.411593865911051E-6
8.0E-5                   5.0E-6                   10                       3.044227829277074E-6
8.0E-5                   5.0E-6                   100                      8.963997222587746E-6
8.0E-5                   5.0E-6                   100                      8.963997222587746E-6
8.0E-5                   5.0E-6                   200                      1.2668001111916516E-5
8.0E-5                   5.0E-6                   300                      1.5483225050000446E-5
8.0E-5                   5.0E-6                   400                      1.7852991145595506E-5
8.0E-5                   5.0E-6                   500                      1.994115459277335E-5
8.0E-5                   5.0E-6                   600                      2.1819783145353355E-5
8.0E-5                   5.0E-6                   700                      2.3541879213710585E-5
8.0E-5                   5.0E-6                   800                      2.5142042436839366E-5
8.0E-5                   5.0E-6                   900                      2.6641345457621806E-5
8.0E-5                   5.0E-6                   1000                     2.805819575416822E-5
8.0E-5                   5.0E-6                   2000                     3.95175551187837E-5
8.0E-5                   5.0E-6                   3000                     4.8304660443689027E-5
8.0E-5                   5.0E-6                   4000                     5.5686337973496075E-5
8.0E-5                   5.0E-6                   5000                     6.217923213968549E-5
8.0E-5                   5.0E-6                   6000                     6.806530291125609E-5
8.0E-5                   5.0E-6                   7000                     7.347480115749621E-5
8.0E-5                   5.0E-6                   8000                     7.84920408805339E-5
8.0E-5                   5.0E-6                   9000                     8.318638302092033E-5
8.0E-5                   5.0E-6                   10000                    8.7626954270671E-5
8.0E-5                   5.0E-6                   20000                    1.2133276286475708E-4
8.0E-5                   5.0E-6                   30000                    1.4097915910095407E-4
8.0E-5                   5.0E-6                   40000                    1.5169586780123487E-4
8.0E-5                   5.0E-6                   50000                    1.5716623675655396E-4
8.0E-5                   5.0E-6                   60000                    1.5982081714549138E-4
8.0E-5                   5.0E-6                   70000                    1.6109516039631457E-4
8.0E-5                   5.0E-6                   80000                    1.6174713257880103E-4
8.0E-5                   5.0E-6                   90000                    1.6209868077630315E-4
8.0E-5                   5.0E-6                   100000                   1.623879848311585E-4
8.0E-5                   5.0E-6                   110000                   1.6256380423349375E-4
8.0E-5                   5.0E-6                   120000                   1.6265882875638555E-4
8.0E-5                   5.0E-6                   130000                   1.6272014348800638E-4
8.0E-5                   5.0E-6                   140000                   1.627422853210516E-4
8.0E-5                   5.0E-6                   150000                   1.6275609269601665E-4
8.0E-5                   5.0E-6                   160000                   1.6275208059577935E-4
8.0E-5                   5.0E-6                   170000                   1.627505077802536E-4
8.0E-5                   5.0E-6                   180000                   1.6274466855636339E-4
8.0E-5                   5.0E-6                   190000                   1.627412928714661E-4
8.0E-5                   5.0E-6                   200000                   1.6273810612078187E-4
8.0E-5                   1.25E-5                  0                        0
8.0E-5                   1.25E-5                  0.1                      0
8.0E-5                   1.25E-5                  0.2                      0
8.0E-5                   1.25E-5                  0.30000000000000004      0
8.0E-5                   1.25E-5                  0.4                      0
8.0E-5                   1.25E-5                  0.5                      0
8.0E-5                   1.25E-5                  0.6000000000000001       0
8.0E-5                   1.25E-5                  0.7000000000000001       0
8.0E-5                   1.25E-5                  0.8                      0
8.0E-5                   1.25E-5                  0.9                      0
8.0E-5                   1.25E-5                  1                        1.0791506763098984E-6
8.0E-5                   1.25E-5                  1.1                      2.0075622102427054E-6
8.0E-5                   1.25E-5                  1.2000000000000002       2.024545551815683E-6
8.0E-5                   1.25E-5                  1.3                      2.041445339746302E-6
8.0E-5                   1.25E-5                  1.4000000000000001       2.0582445519796554E-6
8.0E-5                   1.25E-5                  1.5                      2.074974841167436E-6
8.0E-5                   1.25E-5                  1.6                      2.0916383019008233E-6
8.0E-5                   1.25E-5                  1.7000000000000002       2.1081464553957328E-6
8.0E-5                   1.25E-5                  1.8                      2.124601473504207E-6
8.0E-5                   1.25E-5                  1.9000000000000001       2.141003470323203E-6
8.0E-5                   1.25E-5                  2                        2.1573525590588733E-6
8.0E-5                   1.25E-5                  5                        2.616289173121998E-6
8.0E-5                   1.25E-5                  10                       3.2843202914552964E-6
8.0E-5                   1.25E-5                  100                      9.608906172857007E-6
8.0E-5                   1.25E-5                  100                      9.608906172857007E-6
8.0E-5                   1.25E-5                  200                      1.3573898735895145E-5
8.0E-5                   1.25E-5                  300                      1.6590781539731727E-5
8.0E-5                   1.25E-5                  400                      1.910015419863573E-5
8.0E-5                   1.25E-5                  500                      2.1298461976366794E-5
8.0E-5                   1.25E-5                  600                      2.3280523606224765E-5
8.0E-5                   1.25E-5                  700                      2.5096821048326724E-5
8.0E-5                   1.25E-5                  800                      2.6780540149275823E-5
8.0E-5                   1.25E-5                  900                      2.835621552888454E-5
8.0E-5                   1.25E-5                  1000                     2.984278574448617E-5
8.0E-5                   1.25E-5                  2000                     4.174666970204754E-5
8.0E-5                   1.25E-5                  3000                     5.078822407261823E-5
8.0E-5                   1.25E-5                  4000                     5.8349200977895614E-5
8.0E-5                   1.25E-5                  5000                     6.49851879437704E-5
8.0E-5                   1.25E-5                  6000                     7.095689048303424E-5
8.0E-5                   1.25E-5                  7000                     7.640670911708286E-5
8.0E-5                   1.25E-5                  8000                     8.143208448210999E-5
8.0E-5                   1.25E-5                  9000                     8.610078190302035E-5
8.0E-5                   1.25E-5                  10000                    9.044709356195263E-5
8.0E-5                   1.25E-5                  20000                    1.2010398921982328E-4
8.0E-5                   1.25E-5                  30000                    1.3335382691153968E-4
8.0E-5                   1.25E-5                  40000                    1.385131279456003E-4
8.0E-5                   1.25E-5                  50000                    1.4021305361254806E-4
8.0E-5                   1.25E-5                  60000                    1.4088076800848157E-4
8.0E-5                   1.25E-5                  70000                    1.41433031282841E-4
8.0E-5                   1.25E-5                  80000                    1.4173682415000136E-4
8.0E-5                   1.25E-5                  90000                    1.4171703476916633E-4
8.0E-5                   1.25E-5                  100000                   1.4167268229727878E-4
8.0E-5                   1.25E-5                  110000                   1.4160699742750874E-4
8.0E-5                   1.25E-5                  120000                   1.4157315745909433E-4
8.0E-5                   1.25E-5                  130000                   1.4154086219518043E-4
8.0E-5                   1.25E-5                  140000                   1.4152949040234795E-4
8.0E-5                   1.25E-5                  150000                   1.4151863932886552E-4
8.0E-5                   1.25E-5                  160000                   1.415148184030175E-4
8.0E-5                   1.25E-5                  170000                   1.415111726432692E-4
8.0E-5                   1.25E-5                  180000                   1.415098891648515E-4
8.0E-5                   1.25E-5                  190000                   1.4150866454553252E-4
8.0E-5                   1.25E-5                  200000                   1.4150823340263404E-4
8.0E-5                   2.0E-5                   0                        0
8.0E-5                   2.0E-5                   0.1                      0
8.0E-5                   2.0E-5                   0.2                      0
8.0E-5                   2.0E-5                   0.30000000000000004      0
8.0E-5                   2.0E-5                   0.4                      0
8.0E-5                   2.0E-5                   0.5                      0
8.0E-5                   2.0E-5                   0.6000000000000001       0
8.0E-5                   2.0E-5                   0.7000000000000001       0
8.0E-5                   2.0E-5                   0.8                      0
8.0E-5                   2.0E-5                   0.9                      0
8.0E-5                   2.0E-5                   1                        1.1350552479184335E-6
8.0E-5                   2.0E-5                   1.1                      2.1135374455352477E-6
8.0E-5                   2.0E-5                   1.2000000000000002       2.131761180883462E-6
8.0E-5                   2.0E-5                   1.3                      2.1498641772824354E-6
8.0E-5                   2.0E-5                   1.4000000000000001       2.1678676522194506E-6
8.0E-5                   2.0E-5                   1.5                      2.1858062522047496E-6
8.0E-5                   2.0E-5                   1.6                      2.203601171113996E-6
8.0E-5                   2.0E-5                   1.7000000000000002       2.2213254789507306E-6
8.0E-5                   2.0E-5                   1.8                      2.238991401500405E-6
8.0E-5                   2.0E-5                   1.9000000000000001       2.2565990583690386E-6
8.0E-5                   2.0E-5                   2                        2.274102031565006E-6
8.0E-5                   2.0E-5                   5                        2.7667168068510694E-6
8.0E-5                   2.0E-5                   10                       3.4833350887953093E-6
8.0E-5                   2.0E-5                   100                      1.0255370905963335E-5
8.0E-5                   2.0E-5                   100                      1.0255370905963335E-5
8.0E-5                   2.0E-5                   200                      1.4497157116979202E-5
8.0E-5                   2.0E-5                   300                      1.7708938710112792E-5
8.0E-5                   2.0E-5                   400                      2.040000426393885E-5
8.0E-5                   2.0E-5                   500                      2.276379737818139E-5
8.0E-5                   2.0E-5                   600                      2.4881317261068048E-5
8.0E-5                   2.0E-5                   700                      2.681514300599175E-5
8.0E-5                   2.0E-5                   800                      2.8605229245872263E-5
8.0E-5                   2.0E-5                   900                      3.0280489582303478E-5
8.0E-5                   2.0E-5                   1000                     3.186375738439105E-5
8.0E-5                   2.0E-5                   2000                     4.4461668699658614E-5
8.0E-5                   2.0E-5                   3000                     5.393269564242768E-5
8.0E-5                   2.0E-5                   4000                     6.177082538671893E-5
8.0E-5                   2.0E-5                   5000                     6.855814306934164E-5
8.0E-5                   2.0E-5                   6000                     7.455324020255727E-5
8.0E-5                   2.0E-5                   7000                     7.989769348990233E-5
8.0E-5                   2.0E-5                   8000                     8.466554080242989E-5
8.0E-5                   2.0E-5                   9000                     8.891945133796979E-5
8.0E-5                   2.0E-5                   10000                    9.271675595528094E-5
8.0E-5                   2.0E-5                   20000                    1.132689125356342E-4
8.0E-5                   2.0E-5                   30000                    1.1850276001805454E-4
8.0E-5                   2.0E-5                   40000                    1.1978863958773007E-4
8.0E-5                   2.0E-5                   50000                    1.2017758896597928E-4
8.0E-5                   2.0E-5                   60000                    1.202961509242693E-4
8.0E-5                   2.0E-5                   70000                    1.203106160663683E-4
8.0E-5                   2.0E-5                   80000                    1.2031670676792128E-4
8.0E-5                   2.0E-5                   90000                    1.2030665806838525E-4
8.0E-5                   2.0E-5                   100000                   1.2029562565817077E-4
8.0E-5                   2.0E-5                   110000                   1.2028805842398018E-4
8.0E-5                   2.0E-5                   120000                   1.2028571489074777E-4
8.0E-5                   2.0E-5                   130000                   1.2028388831870013E-4
8.0E-5                   2.0E-5                   140000                   1.2028284092272247E-4
8.0E-5                   2.0E-5                   150000                   1.2028209204777177E-4
8.0E-5                   2.0E-5                   160000                   1.2028179309151214E-4
8.0E-5                   2.0E-5                   170000                   1.2028156928268774E-4
