% Model:              C52_3D_base_unit_cell_recesses_v2.mph
% Version:            COMSOL 5.2.0.220
% Date:               Jul 12 2026, 23:21
% Table:              Table 3 - Global Evaluation 3 (n_CO2_film)
% R_texture (m)          H_texture (m)            t (s)                    Total moles of CO2 captured per unit cell (mol)
5.0E-6                   2.0E-5                   900                      2.6509023724773875E-5
5.0E-6                   2.0E-5                   1000                     2.7940488488535985E-5
5.0E-6                   2.0E-5                   2000                     3.9484095762164105E-5
5.0E-6                   2.0E-5                   3000                     4.832600916898208E-5
5.0E-6                   2.0E-5                   4000                     5.5757909545757905E-5
5.0E-6                   2.0E-5                   5000                     6.234925239007989E-5
5.0E-6                   2.0E-5                   6000                     6.829574334821287E-5
5.0E-6                   2.0E-5                   7000                     7.372976860381742E-5
5.0E-6                   2.0E-5                   8000                     7.877087415517889E-5
5.0E-6                   2.0E-5                   9000                     8.3490526480586E-5
5.0E-6                   2.0E-5                   10000                    8.79456597444781E-5
5.0E-6                   2.0E-5                   20000                    1.2284882614314679E-4
5.0E-6                   2.0E-5                   30000                    1.4519120249623452E-4
5.0E-6                   2.0E-5                   40000                    1.5896837541642847E-4
5.0E-6                   2.0E-5                   50000                    1.6700910491482422E-4
5.0E-6                   2.0E-5                   60000                    1.7152095191377432E-4
5.0E-6                   2.0E-5                   70000                    1.738295985229359E-4
5.0E-6                   2.0E-5                   80000                    1.7496734331117476E-4
5.0E-6                   2.0E-5                   90000                    1.756683311261263E-4
5.0E-6                   2.0E-5                   100000                   1.7620450330239294E-4
5.0E-6                   2.0E-5                   110000                   1.7679489738692568E-4
5.0E-6                   2.0E-5                   120000                   1.7695541123006832E-4
5.0E-6                   2.0E-5                   130000                   1.7695164252600696E-4
5.0E-6                   2.0E-5                   140000                   1.76939411615617E-4
5.0E-6                   2.0E-5                   150000                   1.7688501183344834E-4
5.0E-6                   2.0E-5                   160000                   1.7684092132229606E-4
5.0E-6                   2.0E-5                   170000                   1.7680836981458152E-4
5.0E-6                   2.0E-5                   180000                   1.7678848736529308E-4
5.0E-6                   2.0E-5                   190000                   1.7677380164769096E-4
5.0E-6                   2.0E-5                   200000                   1.767648198078676E-4
1.25E-5                  2.0E-5                   0                        0
1.25E-5                  2.0E-5                   0.1                      0
1.25E-5                  2.0E-5                   0.2                      0
1.25E-5                  2.0E-5                   0.30000000000000004      0
1.25E-5                  2.0E-5                   0.4                      0
1.25E-5                  2.0E-5                   0.5                      0
1.25E-5                  2.0E-5                   0.6000000000000001       0
1.25E-5                  2.0E-5                   0.7000000000000001       0
1.25E-5                  2.0E-5                   0.8                      0
1.25E-5                  2.0E-5                   0.9                      0
1.25E-5                  2.0E-5                   1                        3.9129434447846756E-7
1.25E-5                  2.0E-5                   1.1                      7.526977164807214E-7
1.25E-5                  2.0E-5                   1.2000000000000002       7.906125620109158E-7
1.25E-5                  2.0E-5                   1.3                      8.276536406089945E-7
1.25E-5                  2.0E-5                   1.4000000000000001       8.636313645820251E-7
1.25E-5                  2.0E-5                   1.5                      8.989693613804659E-7
1.25E-5                  2.0E-5                   1.6                      9.334859788464019E-7
1.25E-5                  2.0E-5                   1.7000000000000002       9.673408392210693E-7
1.25E-5                  2.0E-5                   1.8                      1.0005797355193204E-6
1.25E-5                  2.0E-5                   1.9000000000000001       1.033188253394948E-6
1.25E-5                  2.0E-5                   2                        1.065156075743591E-6
1.25E-5                  2.0E-5                   5                        1.8280018998833642E-6
1.25E-5                  2.0E-5                   10                       2.701694885694935E-6
1.25E-5                  2.0E-5                   100                      8.978368360364077E-6
1.25E-5                  2.0E-5                   100                      8.978368360364077E-6
1.25E-5                  2.0E-5                   200                      1.2724326051154763E-5
1.25E-5                  2.0E-5                   300                      1.5602916710046994E-5
1.25E-5                  2.0E-5                   400                      1.802024031049247E-5
1.25E-5                  2.0E-5                   500                      2.0140842513494876E-5
1.25E-5                  2.0E-5                   600                      2.2058130684914158E-5
1.25E-5                  2.0E-5                   700                      2.3823348592600097E-5
1.25E-5                  2.0E-5                   800                      2.5465684720415503E-5
1.25E-5                  2.0E-5                   900                      2.700685066533867E-5
1.25E-5                  2.0E-5                   1000                     2.8462158787175594E-5
1.25E-5                  2.0E-5                   2000                     4.019335805261965E-5
1.25E-5                  2.0E-5                   3000                     4.915328979434644E-5
1.25E-5                  2.0E-5                   4000                     5.6653630378047404E-5
1.25E-5                  2.0E-5                   5000                     6.326405219517462E-5
1.25E-5                  2.0E-5                   6000                     6.923867388993191E-5
1.25E-5                  2.0E-5                   7000                     7.471718117518249E-5
1.25E-5                  2.0E-5                   8000                     7.980250020828219E-5
1.25E-5                  2.0E-5                   9000                     8.457222769956705E-5
1.25E-5                  2.0E-5                   10000                    8.906383402762859E-5
1.25E-5                  2.0E-5                   20000                    1.2369415260217695E-4
1.25E-5                  2.0E-5                   30000                    1.4439007411764824E-4
1.25E-5                  2.0E-5                   40000                    1.5727010599428655E-4
1.25E-5                  2.0E-5                   50000                    1.6563372295489454E-4
1.25E-5                  2.0E-5                   60000                    1.7065383454542308E-4
1.25E-5                  2.0E-5                   70000                    1.7371292420555686E-4
1.25E-5                  2.0E-5                   80000                    1.7532360173000506E-4
1.25E-5                  2.0E-5                   90000                    1.759343869627196E-4
1.25E-5                  2.0E-5                   100000                   1.762708822495356E-4
1.25E-5                  2.0E-5                   110000                   1.7627865426685498E-4
1.25E-5                  2.0E-5                   120000                   1.7623171433508335E-4
1.25E-5                  2.0E-5                   130000                   1.7616708522071118E-4
1.25E-5                  2.0E-5                   140000                   1.7611165918383773E-4
1.25E-5                  2.0E-5                   150000                   1.760832579228472E-4
1.25E-5                  2.0E-5                   160000                   1.7605864170618674E-4
1.25E-5                  2.0E-5                   170000                   1.760459864144246E-4
1.25E-5                  2.0E-5                   180000                   1.7603500678884323E-4
1.25E-5                  2.0E-5                   190000                   1.7602936068613503E-4
1.25E-5                  2.0E-5                   200000                   1.7602446187264229E-4
2.0E-5                   2.0E-5                   0                        0
2.0E-5                   2.0E-5                   0.1                      0
2.0E-5                   2.0E-5                   0.2                      0
2.0E-5                   2.0E-5                   0.30000000000000004      0
2.0E-5                   2.0E-5                   0.4                      0
2.0E-5                   2.0E-5                   0.5                      0
2.0E-5                   2.0E-5                   0.6000000000000001       0
2.0E-5                   2.0E-5                   0.7000000000000001       0
2.0E-5                   2.0E-5                   0.8                      0
2.0E-5                   2.0E-5                   0.9                      0
2.0E-5                   2.0E-5                   1                        4.019020254195724E-7
2.0E-5                   2.0E-5                   1.1                      7.727338056633469E-7
2.0E-5                   2.0E-5                   1.2000000000000002       8.113790782477451E-7
2.0E-5                   2.0E-5                   1.3                      8.491403974877176E-7
2.0E-5                   2.0E-5                   1.4000000000000001       8.858245836682872E-7
2.0E-5                   2.0E-5                   1.5                      9.218580627634221E-7
2.0E-5                   2.0E-5                   1.6                      9.570638320039658E-7
2.0E-5                   2.0E-5                   1.7000000000000002       9.915916686745643E-7
2.0E-5                   2.0E-5                   1.8                      1.0255000685498938E-6
2.0E-5                   2.0E-5                   1.9000000000000001       1.058760417693086E-6
2.0E-5                   2.0E-5                   2                        1.091372210491247E-6
2.0E-5                   2.0E-5                   5                        1.8699081125318457E-6
2.0E-5                   2.0E-5                   10                       2.762195895341623E-6
2.0E-5                   2.0E-5                   100                      9.170168858590092E-6
2.0E-5                   2.0E-5                   100                      9.170168858590092E-6
2.0E-5                   2.0E-5                   200                      1.2988725547056308E-5
2.0E-5                   2.0E-5                   300                      1.5919719219494268E-5
2.0E-5                   2.0E-5                   400                      1.8380033339473367E-5
2.0E-5                   2.0E-5                   500                      2.053662718345429E-5
2.0E-5                   2.0E-5                   600                      2.248465803731735E-5
2.0E-5                   2.0E-5                   700                      2.4277642919456735E-5
2.0E-5                   2.0E-5                   800                      2.5945290624685294E-5
2.0E-5                   2.0E-5                   900                      2.7509458531689493E-5
2.0E-5                   2.0E-5                   1000                     2.898590176544885E-5
2.0E-5                   2.0E-5                   2000                     4.086710317941112E-5
2.0E-5                   2.0E-5                   3000                     4.9925185957731825E-5
2.0E-5                   2.0E-5                   4000                     5.749755739851424E-5
2.0E-5                   2.0E-5                   5000                     6.41641303029459E-5
2.0E-5                   2.0E-5                   6000                     7.018554963139344E-5
2.0E-5                   2.0E-5                   7000                     7.570302370800658E-5
2.0E-5                   2.0E-5                   8000                     8.081905948521633E-5
2.0E-5                   2.0E-5                   9000                     8.561056984619114E-5
2.0E-5                   2.0E-5                   10000                    9.0121184483601E-5
2.0E-5                   2.0E-5                   20000                    1.2456640156627668E-4
2.0E-5                   2.0E-5                   30000                    1.4478199392980597E-4
2.0E-5                   2.0E-5                   40000                    1.571907466955507E-4
2.0E-5                   2.0E-5                   50000                    1.6514156630102937E-4
2.0E-5                   2.0E-5                   60000                    1.6985097733951692E-4
2.0E-5                   2.0E-5                   70000                    1.726831572711253E-4
2.0E-5                   2.0E-5                   80000                    1.7414467357845128E-4
2.0E-5                   2.0E-5                   90000                    1.7466706614398597E-4
2.0E-5                   2.0E-5                   100000                   1.7494001792991553E-4
2.0E-5                   2.0E-5                   110000                   1.7492525373597755E-4
2.0E-5                   2.0E-5                   120000                   1.748627225846799E-4
2.0E-5                   2.0E-5                   130000                   1.7480350709744708E-4
2.0E-5                   2.0E-5                   140000                   1.747494841164354E-4
2.0E-5                   2.0E-5                   150000                   1.7472381644367496E-4
2.0E-5                   2.0E-5                   160000                   1.7470014362857533E-4
2.0E-5                   2.0E-5                   170000                   1.7468887071454557E-4
2.0E-5                   2.0E-5                   180000                   1.7467847075325032E-4
2.0E-5                   2.0E-5                   190000                   1.746735128191089E-4
2.0E-5                   2.0E-5                   200000                   1.7466893811864042E-4
2.75E-5                  2.0E-5                   0                        0
2.75E-5                  2.0E-5                   0.1                      0
2.75E-5                  2.0E-5                   0.2                      0
2.75E-5                  2.0E-5                   0.30000000000000004      0
2.75E-5                  2.0E-5                   0.4                      0
2.75E-5                  2.0E-5                   0.5                      0
2.75E-5                  2.0E-5                   0.6000000000000001       0
2.75E-5                  2.0E-5                   0.7000000000000001       0
2.75E-5                  2.0E-5                   0.8                      0
2.75E-5                  2.0E-5                   0.9                      0
2.75E-5                  2.0E-5                   1                        4.0698904028624677E-7
2.75E-5                  2.0E-5                   1.1                      7.8308594900421E-7
2.75E-5                  2.0E-5                   1.2000000000000002       8.229477631778778E-7
2.75E-5                  2.0E-5                   1.3                      8.618828906791696E-7
2.75E-5                  2.0E-5                   1.4000000000000001       8.996861172665635E-7
2.75E-5                  2.0E-5                   1.5                      9.368063505236105E-7
2.75E-5                  2.0E-5                   1.6                      9.730713633456507E-7
2.75E-5                  2.0E-5                   1.7000000000000002       1.0086155888407994E-6
2.75E-5                  2.0E-5                   1.8                      1.0435267470895727E-6
2.75E-5                  2.0E-5                   1.9000000000000001       1.0777461407504493E-6
2.75E-5                  2.0E-5                   2                        1.1112952533158288E-6
2.75E-5                  2.0E-5                   5                        1.9099802436782616E-6
2.75E-5                  2.0E-5                   10                       2.8226119477129507E-6
2.75E-5                  2.0E-5                   100                      9.361705042316622E-6
2.75E-5                  2.0E-5                   100                      9.361705042316622E-6
2.75E-5                  2.0E-5                   200                      1.3252531601733185E-5
2.75E-5                  2.0E-5                   300                      1.6236840737251822E-5
2.75E-5                  2.0E-5                   400                      1.873884347583042E-5
2.75E-5                  2.0E-5                   500                      2.0930833301503925E-5
2.75E-5                  2.0E-5                   600                      2.291050675859043E-5
2.75E-5                  2.0E-5                   700                      2.4731146461357762E-5
2.75E-5                  2.0E-5                   800                      2.6423464935017746E-5
2.75E-5                  2.0E-5                   900                      2.8010107458635656E-5
2.75E-5                  2.0E-5                   1000                     2.9507119250087453E-5
2.75E-5                  2.0E-5                   2000                     4.15370032975096E-5
2.75E-5                  2.0E-5                   3000                     5.068766385639932E-5
2.75E-5                  2.0E-5                   4000                     5.832803011979409E-5
2.75E-5                  2.0E-5                   5000                     6.50498800482178E-5
2.75E-5                  2.0E-5                   6000                     7.111447899113506E-5
2.75E-5                  2.0E-5                   7000                     7.666395676994557E-5
2.75E-5                  2.0E-5                   8000                     8.180320295723816E-5
2.75E-5                  2.0E-5                   9000                     8.661173284125154E-5
2.75E-5                  2.0E-5                   10000                    9.112604840923331E-5
2.75E-5                  2.0E-5                   20000                    1.2563676282996292E-4
2.75E-5                  2.0E-5                   30000                    1.465424753123998E-4
2.75E-5                  2.0E-5                   40000                    1.5890955957894472E-4
2.75E-5                  2.0E-5                   50000                    1.6579461522212908E-4
2.75E-5                  2.0E-5                   60000                    1.69470539190843E-4
2.75E-5                  2.0E-5                   70000                    1.7127632101541384E-4
2.75E-5                  2.0E-5                   80000                    1.7198914531570006E-4
2.75E-5                  2.0E-5                   90000                    1.7226577378783828E-4
2.75E-5                  2.0E-5                   100000                   1.723574767145122E-4
2.75E-5                  2.0E-5                   110000                   1.723372082020283E-4
2.75E-5                  2.0E-5                   120000                   1.723760760000901E-4
2.75E-5                  2.0E-5                   130000                   1.72462965282175E-4
2.75E-5                  2.0E-5                   140000                   1.7253446392320225E-4
2.75E-5                  2.0E-5                   150000                   1.7258606110623635E-4
2.75E-5                  2.0E-5                   160000                   1.7261834176100782E-4
2.75E-5                  2.0E-5                   170000                   1.726412491574044E-4
2.75E-5                  2.0E-5                   180000                   1.7265521094613528E-4
2.75E-5                  2.0E-5                   190000                   1.7266483131956012E-4
2.75E-5                  2.0E-5                   200000                   1.7267068060587332E-4
3.5000000000000004E-5    2.0E-5                   0                        0
3.5000000000000004E-5    2.0E-5                   0.1                      0
3.5000000000000004E-5    2.0E-5                   0.2                      0
3.5000000000000004E-5    2.0E-5                   0.30000000000000004      0
3.5000000000000004E-5    2.0E-5                   0.4                      0
3.5000000000000004E-5    2.0E-5                   0.5                      0
3.5000000000000004E-5    2.0E-5                   0.6000000000000001       0
3.5000000000000004E-5    2.0E-5                   0.7000000000000001       0
3.5000000000000004E-5    2.0E-5                   0.8                      0
3.5000000000000004E-5    2.0E-5                   0.9                      0
3.5000000000000004E-5    2.0E-5                   1                        4.199150372639543E-7
3.5000000000000004E-5    2.0E-5                   1.1                      8.072245678220889E-7
3.5000000000000004E-5    2.0E-5                   1.2000000000000002       8.476172403705351E-7
3.5000000000000004E-5    2.0E-5                   1.3                      8.870804643352478E-7
3.5000000000000004E-5    2.0E-5                   1.4000000000000001       9.254078551387805E-7
3.5000000000000004E-5    2.0E-5                   1.5                      9.630481356709754E-7
3.5000000000000004E-5    2.0E-5                   1.6                      9.998338276934313E-7
3.5000000000000004E-5    2.0E-5                   1.7000000000000002       1.0358911680668744E-6
3.5000000000000004E-5    2.0E-5                   1.8                      1.071316981483132E-6
3.5000000000000004E-5    2.0E-5                   1.9000000000000001       1.106042081618239E-6
3.5000000000000004E-5    2.0E-5                   2                        1.1400956945392876E-6
3.5000000000000004E-5    2.0E-5                   5                        1.952421849352391E-6
3.5000000000000004E-5    2.0E-5                   10                       2.8830716222579217E-6
3.5000000000000004E-5    2.0E-5                   100                      9.553172587146709E-6
3.5000000000000004E-5    2.0E-5                   100                      9.553172587146709E-6
3.5000000000000004E-5    2.0E-5                   200                      1.351637729924825E-5
3.5000000000000004E-5    2.0E-5                   300                      1.655298543802903E-5
3.5000000000000004E-5    2.0E-5                   400                      1.9097473699598193E-5
3.5000000000000004E-5    2.0E-5                   500                      2.132503594459464E-5
3.5000000000000004E-5    2.0E-5                   600                      2.3335267565979365E-5
3.5000000000000004E-5    2.0E-5                   700                      2.518340682945945E-5
3.5000000000000004E-5    2.0E-5                   800                      2.690056916650616E-5
3.5000000000000004E-5    2.0E-5                   900                      2.8509778913384608E-5
3.5000000000000004E-5    2.0E-5                   1000                     3.0027498857158716E-5
3.5000000000000004E-5    2.0E-5                   2000                     4.220372948053329E-5
3.5000000000000004E-5    2.0E-5                   3000                     5.1447797306108096E-5
3.5000000000000004E-5    2.0E-5                   4000                     5.9155358623467984E-5
3.5000000000000004E-5    2.0E-5                   5000                     6.592826880836783E-5
3.5000000000000004E-5    2.0E-5                   6000                     7.203255902796665E-5
3.5000000000000004E-5    2.0E-5                   7000                     7.761097559870229E-5
3.5000000000000004E-5    2.0E-5                   8000                     8.276784719803616E-5
3.5000000000000004E-5    2.0E-5                   9000                     8.758234641764972E-5
3.5000000000000004E-5    2.0E-5                   10000                    9.209526587113551E-5
3.5000000000000004E-5    2.0E-5                   20000                    1.261417603776914E-4
3.5000000000000004E-5    2.0E-5                   30000                    1.462132466131324E-4
3.5000000000000004E-5    2.0E-5                   40000                    1.577969245816553E-4
3.5000000000000004E-5    2.0E-5                   50000                    1.642510255157274E-4
3.5000000000000004E-5    2.0E-5                   60000                    1.6749435046954205E-4
3.5000000000000004E-5    2.0E-5                   70000                    1.6902060868180806E-4
3.5000000000000004E-5    2.0E-5                   80000                    1.6965334218342273E-4
3.5000000000000004E-5    2.0E-5                   90000                    1.6985943543788552E-4
3.5000000000000004E-5    2.0E-5                   100000                   1.6992087599473603E-4
3.5000000000000004E-5    2.0E-5                   110000                   1.6989096949317404E-4
3.5000000000000004E-5    2.0E-5                   120000                   1.6986525773361684E-4
3.5000000000000004E-5    2.0E-5                   130000                   1.6989465481573408E-4
3.5000000000000004E-5    2.0E-5                   140000                   1.6995758724058386E-4
3.5000000000000004E-5    2.0E-5                   150000                   1.699925548282585E-4
3.5000000000000004E-5    2.0E-5                   160000                   1.7002620906869987E-4
3.5000000000000004E-5    2.0E-5                   170000                   1.7004135185179237E-4
3.5000000000000004E-5    2.0E-5                   180000                   1.7005590951232774E-4
3.5000000000000004E-5    2.0E-5                   190000                   1.700621941412264E-4
3.5000000000000004E-5    2.0E-5                   200000                   1.7006823577535166E-4
