% Model:              C52_3D_base_unit_cell_recesses_v2.mph
% Version:            COMSOL 5.2.0.220
% Date:               Jul 12 2026, 23:21
% Table:              Table 3 - Global Evaluation 3 (n_CO2_film)
% R_texture (m)          H_texture (m)            t (s)                    Total moles of CO2 captured per unit cell (mol)
5.0E-6                   2.0E-5                   0                        0
5.0E-6                   2.0E-5                   0.1                      0
5.0E-6                   2.0E-5                   0.2                      0
5.0E-6                   2.0E-5                   0.30000000000000004      0
5.0E-6                   2.0E-5                   0.4                      0
5.0E-6                   2.0E-5                   0.5                      0
5.0E-6                   2.0E-5                   0.6000000000000001       0
5.0E-6                   2.0E-5                   0.7000000000000001       0
5.0E-6                   2.0E-5                   0.8                      0
5.0E-6                   2.0E-5                   0.9                      0
5.0E-6                   2.0E-5                   1                        3.785725920389894E-7
5.0E-6                   2.0E-5                   1.1                      7.290987273922398E-7
5.0E-6                   2.0E-5                   1.2000000000000002       7.667003080205266E-7
5.0E-6                   2.0E-5                   1.3                      8.033692049236626E-7
5.0E-6                   2.0E-5                   1.4000000000000001       8.391653442685397E-7
5.0E-6                   2.0E-5                   1.5                      8.741339181013937E-7
5.0E-6                   2.0E-5                   1.6                      9.083376653535022E-7
5.0E-6                   2.0E-5                   1.7000000000000002       9.418078528846237E-7
5.0E-6                   2.0E-5                   1.8                      9.745540943429514E-7
5.0E-6                   2.0E-5                   1.9000000000000001       1.0065826616123046E-6
5.0E-6                   2.0E-5                   2                        1.0379600125890765E-6
5.0E-6                   2.0E-5                   5                        1.78463154582974E-6
5.0E-6                   2.0E-5                   10                       2.6397548143842077E-6
5.0E-6                   2.0E-5                   100                      8.788735061594832E-6
5.0E-6                   2.0E-5                   100                      8.788735061594832E-6
5.0E-6                   2.0E-5                   200                      1.2459193188906579E-5
5.0E-6                   2.0E-5                   300                      1.5276093318765764E-5
5.0E-6                   2.0E-5                   400                      1.764718659478605E-5
5.0E-6                   2.0E-5                   500                      1.9734293651659925E-5
5.0E-6                   2.0E-5                   600                      2.1624457070523277E-5
5.0E-6                   2.0E-5                   700                      2.3369950405851142E-5
5.0E-6                   2.0E-5                   800                      2.499177500040191E-5
