family,volume_type,R,H,SA,V,n_t500,n_t2000,n_t15000,n_near_eq,n_eq,n_eq_per_V,pct_eq_t15000,early_leadership_share,SA_V,L_c,n_t500_kg,n_t2000_kg,n_t15000_kg,n_near_eq_kg,n_eq_kg,n_eq_per_V_kg
cone_recessed,removed,2e-05,5e-06,1.0009665064474526e-08,4.994764495068274e-13,1.9401679542674006e-05,3.882279928770985e-05,0.00010420760962400762,0.00017671394745067136,0.00017671394745067136,353798357.51045924,58.96965753260452,0.0,20040.31436188405,4.989941684258026e-05,8.53867916673083e-07,1.7085913966521107e-06,4.586176899552575e-06,7.777180827304047e-06,7.777180827304047e-06,15570665.714035312
cone_recessed,removed,2e-05,1.25e-05,1.0056300389317815e-08,4.986910806031754e-13,1.949902549451472e-05,3.8973018216088686e-05,0.00010443113933011646,0.00017643624306860984,0.00017643624306860984,353798674.0312403,59.189165170280155,0.0,20165.390520228568,4.958991490875751e-05,8.581521120135929e-07,1.715202531690063e-06,4.596014441918425e-06,7.764959057449519e-06,7.764959057449519e-06,15570679.644114885
cone_recessed,removed,2e-05,2e-05,1.0130116379207347e-08,4.979056845709188e-13,1.9636239770704735e-05,3.92587625751507e-05,0.00010496122482014015,0.0001761159634485218,0.0001761159634485218,353713502.18725383,59.59779157147218,0.0,20345.45234794256,4.915103301210825e-05,8.641909123087154e-07,1.7277781409323822e-06,4.619343504334368e-06,7.750863551369444e-06,7.750863551369444e-06,15566931.231261041
cone_recessed,removed,2e-05,2.75e-05,1.021987910117659e-08,4.971203984855608e-13,1.9823455950524776e-05,3.9621191678644384e-05,0.00010569805417317017,0.00017584326786417647,0.00017584326786417647,353723702.3462918,60.109241290268024,0.0,20558.15680127122,4.864249308275364e-05,8.724302963825954e-07,1.7437286457771394e-06,4.651771364161219e-06,7.738862218702407e-06,7.738862218702407e-06,15567380.140260302
cone_recessed,removed,2e-05,3.5e-05,1.0318975169382343e-08,4.963349624614616e-13,2.002820786850329e-05,4.005738091716278e-05,0.00010662046905910054,0.00017560249379946471,0.00017560249379946471,353798356.1113722,60.71694470401966,0.0,20790.345129441834,4.8099249616778603e-05,8.814414282928297e-07,1.762925334164334e-06,4.6923668432910145e-06,7.728265752114441e-06,7.728265752114441e-06,15570665.65246149
cone_recessed,removed,5e-05,5e-06,1.0009790605097126e-08,4.967276056195663e-13,1.941490504247184e-05,3.882371906457725e-05,0.00010418216652000731,0.00017574156786477035,0.00017574156786477035,353798673.3102313,59.281459580566285,0.0,20151.468313527603,4.9624175491405944e-05,8.544499709191858e-07,1.7086318760320446e-06,4.585057148545522e-06,7.734386401728543e-06,7.734386401728543e-06,15570679.612383282
cone_recessed,removed,5e-05,1.25e-05,1.006041708945748e-08,4.918189525997609e-13,1.9509617114463598e-05,3.9005999415740775e-05,0.00010447594473885776,0.00017400457985745376,0.00017400457985745376,353798036.73214185,60.04206603323055,0.0,20455.529491651334,4.888653703186404e-05,8.586182492075429e-07,1.7166540342867515e-06,4.59798632795713e-06,7.65794155952654e-06,7.65794155952654e-06,15570651.596581563
cone_recessed,removed,5e-05,2e-05,1.015123829853226e-08,4.869101663023977e-13,1.9683612990725838e-05,3.933715084697694e-05,0.00010505043387775235,0.00017227009935423442,0.00017227009935423442,353802633.98987097,60.980073890675556,0.0,20848.27756959954,4.7965593160471735e-05,8.662758077218441e-07,1.731228008775455e-06,4.623269594959881e-06,7.581607072579857e-06,7.581607072579857e-06,15570853.92189422
cone_recessed,removed,5e-05,2.75e-05,1.0277352977493423e-08,4.820014947781835e-13,1.992496472210221e-05,3.980990321931891e-05,0.00010583345685738756,0.00017053025758394957,0.00017053025758394957,353796117.71209836,62.06139506080749,0.0,21322.24295740628,4.689938117662476e-05,8.768976974197182e-07,1.7520338406822252e-06,4.657730436293627e-06,7.50503663626962e-06,7.50503663626962e-06,15570567.140509449
cone_recessed,removed,5e-05,3.5e-05,1.0433214224349787e-08,4.770927719551208e-13,2.0213896540577805e-05,4.040432735739375e-05,0.00010671099954912972,0.00016879360458907656,0.00016879360458907656,353796189.15072274,63.21981203548247,0.0,21868.3133294906,4.5728263763783106e-05,8.896135867508292e-07,1.778194446998899e-06,4.696351090157199e-06,7.42860653796526e-06,7.42860653796526e-06,15570570.284523308
cone_recessed,removed,8e-05,5e-06,1.0009807026420941e-08,4.916224737179242e-13,1.941525083147909e-05,3.882516925073805e-05,0.0001041312017423091,0.00017393765122726532,0.00017393765122726532,353803295.2640499,59.86697015142066,0.0,20360.759651041135,4.9114081062730175e-05,8.544651890933949e-07,1.7086956987249815e-06,4.582814188679024e-06,7.654996030511947e-06,7.654996030511947e-06,15570883.024570836
cone_recessed,removed,8e-05,1.25e-05,1.0060983758379661e-08,4.790561859262754e-13,1.9512986362796662e-05,3.901373403439418e-05,0.00010432828906789787,0.00016948982326687204,0.00016948982326687204,353799467.0482259,61.55430872308282,0.0,21001.677995090125,4.761524294552963e-05,8.587665298266811e-07,1.7169944348536878e-06,4.591488001878185e-06,7.459247121975038e-06,7.459247121975038e-06,15570714.544792421
cone_recessed,removed,8e-05,2e-05,1.0154686334207373e-08,4.664898755353711e-13,1.9681031941914334e-05,3.9362534086856284e-05,0.00010474318443748586,0.00016504295343291602,0.00016504295343291602,353797503.6296405,63.46419659780275,0.0,21768.288802738236,4.593838353863671e-05,8.661622157636499e-07,1.732345125162545e-06,4.609747547093753e-06,7.263540380582634e-06,7.263540380582634e-06,15570628.13474048
cone_recessed,removed,8e-05,2.75e-05,1.0288676200427023e-08,4.5392342836599376e-13,1.9934675124590167e-05,3.986485045035575e-05,0.00010515500311009385,0.00016057436873760563,0.00016057436873760563,353747699.949376,65.48679215543267,0.0,22666.105244806553,4.411873981874889e-05,8.773250522332132e-07,1.7544520683201567e-06,4.627871686875231e-06,7.066877968142024e-06,7.066877968142024e-06,15568436.274772037
cone_recessed,removed,8e-05,3.5e-05,1.045997604075886e-08,4.4135721302826373e-13,2.0264307893523995e-05,4.0512655319535095e-05,0.00010532994068215686,0.00015614908917999145,0.00015614908917999145,353792992.5481742,67.4547262717262,0.0,23699.569718120867,4.219485888958535e-05,8.91832190393991e-07,1.7829619606127396e-06,4.635570689421723e-06,6.8721214148114235e-06,6.8721214148114235e-06,15570429.602045147
square_pillar,added,5e-06,5e-06,1.0100000000000052e-08,5.001249999999989e-13,1.9425417332166273e-05,3.88354706040172e-05,0.00010420092343549779,0.00017688632799826897,0.00017688632799826897,353684234.9378042,58.908410058982916,0.0,20194.9512621846,4.951732673267291e-05,8.549126167886376e-07,1.7091490612827968e-06,4.585882640396257e-06,7.784767295203816e-06,7.784767295203816e-06,15565643.179612763
square_pillar,added,5e-06,1.25e-05,1.0249999999999994e-08,5.003124999999982e-13,1.9496283061497738e-05,3.890349627647385e-05,0.0001042836164084749,0.0001770147363797268,0.0001770147363797268,353808342.545364,58.91239257321986,0.0,20487.195502810806,4.8810975609755955e-05,8.580314175365155e-07,1.7121428711276143e-06,4.5895219581369806e-06,7.790418548071778e-06,7.790418548071778e-06,15571105.155421471
square_pillar,added,5e-06,2e-05,1.0400000000000017e-08,5.004999999999985e-13,1.955771245529442e-05,3.89678295558463e-05,0.00010433336229897551,0.00017701894667716996,0.00017701894667716996,353684209.1451958,58.93909338939216,0.0,20779.220779220876,4.812499999999978e-05,8.607349251575074e-07,1.7149741787527957e-06,4.591711274777912e-06,7.790603843262249e-06,7.790603843262249e-06,15565642.044480067
square_pillar,added,5e-06,2.75e-05,1.0550000000000015e-08,5.006874999999983e-13,1.9624150359111857e-05,3.9034231280211514e-05,0.00010441068472434134,0.00017714238152862654,0.00017714238152862654,353798290.40794337,58.94167382381521,0.0,21071.02733741116,4.7458530805686974e-05,8.636588573045128e-07,1.7178965186421088e-06,4.595114234718263e-06,7.796036211074854e-06,7.796036211074854e-06,15570662.760853589
square_pillar,added,5e-06,3.5e-05,1.070000000000005e-08,5.008749999999988e-13,1.969617447337653e-05,3.911201619815509e-05,0.0001045040533689026,0.00017721406292019857,0.00017721406292019857,353808960.16011775,58.970519408474885,0.0,21362.615423009884,4.681074766355107e-05,8.668286385733011e-07,1.7213198328808055e-06,4.599223388765403e-06,7.799190909117939e-06,7.799190909117939e-06,15571132.336646782
square_pillar,added,1e-05,5e-06,1.0200000000000053e-08,5.004999999999985e-13,1.9530275390144382e-05,3.892885353160026e-05,0.00010429498965003594,0.00017707710936710742,0.00017707710936710742,353800418.31589997,58.89806425166834,0.0,20379.620379620545,4.906862745097999e-05,8.595274199202542e-07,1.7132588439257275e-06,4.590022494498081e-06,7.793163583246398e-06,7.793163583246398e-06,15570756.410082757
square_pillar,added,1e-05,1.25e-05,1.049999999999991e-08,5.012499999999988e-13,1.9790707469423924e-05,3.91916587024674e-05,0.00010455901658427681,0.00017734261364005125,0.00017734261364005125,353800725.4664372,58.95876599433577,0.0,20947.630922693137,4.773809523809553e-05,8.709890357293469e-07,1.7248248994955903e-06,4.601642319874023e-06,7.804848426298655e-06,7.804848426298655e-06,15570769.927777903
square_pillar,added,1e-05,2e-05,1.0800000000000045e-08,5.019999999999986e-13,2.0040990338673096e-05,3.9462081688366537e-05,0.00010483411288729008,0.00017756981305690688,0.00017756981305690688,353724727.2049948,59.0382515375478,0.0,21513.944223107723,4.6481481481481154e-05,8.82003984805003e-07,1.7367262151050113e-06,4.613749308169637e-06,7.814847472634471e-06,7.814847472634471e-06,15567425.244291821
square_pillar,added,1e-05,2.75e-05,1.1100000000000041e-08,5.027499999999986e-13,2.030553079034203e-05,3.972713833656905e-05,0.00010509908037517199,0.0001778350897562792,0.0001778350897562792,353724693.6972246,59.09918032442809,0.0,22078.56787667841,4.52927927927925e-05,8.936464100829528e-07,1.7483913581924038e-06,4.62541052731132e-06,7.826522300173847e-06,7.826522300173847e-06,15567423.769614855
square_pillar,added,1e-05,3.5e-05,1.1400000000000064e-08,5.034999999999984e-13,2.0569370575415696e-05,3.999194173848401e-05,0.00010537540023576242,0.00017813770857603002,0.00017813770857603002,353798825.3744401,59.153899013351065,0.0,22641.509433962463,4.416666666666628e-05,9.052579990240448e-07,1.7600453559106815e-06,4.637571364375904e-06,7.83984055443108e-06,7.83984055443108e-06,15570686.304729108
square_pillar,added,2e-05,5e-06,1.0400000000000235e-08,5.019999999999987e-13,1.974609908025966e-05,3.9193042822695235e-05,0.00010459597322208727,0.0001776070174739424,0.0001776070174739424,353798839.5895276,58.89180208627346,0.0,20717.13147410411,4.8269230769229546e-05,8.690258205222276e-07,1.7248858146268173e-06,4.603268781504061e-06,7.816484839028205e-06,7.816484839028205e-06,15570686.93033511
square_pillar,added,2e-05,1.25e-05,1.1000000000000237e-08,5.04999999999999e-13,2.0539274211472052e-05,4.016368104687404e-05,0.00010561570842801984,0.00017861031170523202,0.00017861031170523202,353683785.5549156,59.13192100707031,0.0,21782.178217822297,4.590909090908982e-05,9.03933458046885e-07,1.7676036028729267e-06,4.648147327917154e-06,7.860639818147261e-06,7.860639818147261e-06,15565623.402271835
square_pillar,added,2e-05,2e-05,1.1600000000000258e-08,5.079999999999988e-13,2.139507281416083e-05,4.120472690082622e-05,0.00010668830285768291,0.00017967580545577146,0.00017967580545577146,353692530.42474777,59.378224345261124,0.0,22834.6456692919,4.379310344827479e-05,9.415971545512181e-07,1.813420030905362e-06,4.695352208766625e-06,7.907532198108502e-06,7.907532198108502e-06,15566008.26399315
square_pillar,added,2e-05,2.75e-05,1.2200000000000273e-08,5.109999999999984e-13,2.2248739605580936e-05,4.226124592007162e-05,0.00010774863905741285,0.00018073708942683932,0.00018073708942683932,353692934.29909956,59.616230071597165,0.0,23874.755381605304,4.188524590163828e-05,9.79167030041617e-07,1.859917432942352e-06,4.74201760491674e-06,7.9542393056752e-06,7.9542393056752e-06,15566026.038503371
square_pillar,added,2e-05,3.5e-05,1.2800000000000197e-08,5.139999999999987e-13,2.310278286863547e-05,4.331858543614699e-05,0.00010881082979871914,0.00018179872854497613,0.00018179872854497613,353694024.40656924,59.85236017302501,0.0,24902.723735409007,4.015624999999928e-05,1.0167534740486472e-06,1.9064509450448291e-06,4.78876461944163e-06,8.0009620432644e-06,8.0009620432644e-06,15566074.014133113
square_pillar,added,5e-05,5e-06,1.099999999999975e-08,5.124999999999988e-13,2.039445866797724e-05,4.005111403884044e-05,0.000105756813420994,0.00018132507488275378,0.00018132507488275378,353805024.16147166,58.32442837229058,0.0,21463.414634145905,4.659090909091004e-05,8.975601259776783e-07,1.7626495288493675e-06,4.654357358657946e-06,7.980116545589993e-06,7.980116545589993e-06,15570959.113346368
square_pillar,added,5e-05,1.25e-05,1.2500000000000147e-08,5.312499999999987e-13,2.2826730665366133e-05,4.3616043426436245e-05,0.00011036995350987625,0.00018788683077958473,0.00018788683077958473,353669328.526278,58.742783116797746,0.0,23529.411764706216,4.249999999999939e-05,1.0046044165827636e-06,1.9195420711974593e-06,4.857381653969654e-06,8.268899422609524e-06,8.268899422609524e-06,15564987.148441495
square_pillar,added,5e-05,2e-05,1.3999999999999986e-08,5.499999999999985e-13,2.542891850406669e-05,4.7938375332212034e-05,0.00011613995333429,0.00019452434308467814,0.00019452434308467814,353680623.79032487,59.7045858079229,0.0,25454.5454545455,3.9285714285714215e-05,1.1191267033639751e-06,2.109767898370652e-06,5.111319346242103e-06,8.561016339156685e-06,8.561016339156685e-06,15565484.253012197
square_pillar,added,5e-05,2.75e-05,1.5499999999999808e-08,5.687499999999988e-13,2.8025745441945032e-05,5.245122716299944e-05,0.0001223410405771105,0.00020115065011127258,0.00020115065011127258,353671472.7231174,60.8206041140975,0.0,27252.747252746973,3.669354838709715e-05,1.233413056900001e-06,2.3083785074436054e-06,5.384229195798634e-06,8.852640111397106e-06,8.852640111397106e-06,15565081.514544398
square_pillar,added,5e-05,3.5e-05,1.6999999999999917e-08,5.874999999999991e-13,3.063042646080252e-05,5.708003034386783e-05,0.00012874936545242597,0.00020795879897761584,0.00020795879897761584,353972423.79168713,61.91099683465868,0.0,28936.170212765865,3.455882352941188e-05,1.348045068539919e-06,2.5120921354336233e-06,5.666259573561267e-06,9.152266743004873e-06,9.152266743004873e-06,15578326.37107215
square_pillar,added,8e-05,5e-06,1.1600000000000048e-08,5.319999999999983e-13,2.1044350932840937e-05,4.088147106627354e-05,0.00010692022008462903,0.00018814511719154788,0.00018814511719154788,353656235.3224595,56.82859150459646,0.0,21804.511278195645,4.586206896551691e-05,9.261618845543296e-07,1.7991935416266983e-06,4.705558885924524e-06,8.280266607600023e-06,8.280266607600023e-06,15564410.916541444
square_pillar,added,8e-05,1.25e-05,1.4000000000000023e-08,5.799999999999986e-13,2.510658807815094e-05,4.705944808925321e-05,0.00011554665683258749,0.000205084454814458,0.000205084454814458,353593887.6111353,56.34101177347826,0.0,24137.931034482855,4.142857142857127e-05,1.1049409413194229e-06,2.0710863104080336e-06,5.085208367202175e-06,9.025766856384297e-06,9.025766856384297e-06,15561666.993766066
square_pillar,added,8e-05,2e-05,1.639999999999997e-08,6.279999999999986e-13,2.944615986547896e-05,5.460811889184198e-05,0.00012713555556254566,0.00022213688756771112,0.00022213688756771112,353721158.5473115,57.23297780689062,0.0,26114.649681528674,3.829268292682925e-05,1.2959254956797291e-06,2.4033033124299654e-06,5.595235800307634e-06,9.776244421854966e-06,9.776244421854966e-06,15567268.187667178
square_pillar,added,8e-05,2.75e-05,1.8800000000000016e-08,6.759999999999984e-13,3.378739839572389e-05,6.255560674627345e-05,0.000140320522273405,0.0002391949414751019,0.0002391949414751019,353838670.82115746,58.66366629998785,0.0,27810.650887574055,3.595744680851053e-05,1.4869834033958083e-06,2.7530722529034946e-06,6.175506185252554e-06,1.0526969374319234e-05,1.0526969374319234e-05,15572439.90283914
square_pillar,added,8e-05,3.5e-05,2.120000000000013e-08,7.239999999999986e-13,3.813471539268872e-05,7.068184636535604e-05,0.0001544814452040612,0.0002560227879922697,0.0002560227879922697,353622635.34843946,60.33894342589754,1.0,29281.76795580134,3.415094339622614e-05,1.6783088244322305e-06,3.1107080585393194e-06,6.798728403430734e-06,1.126756289953979e-05,1.126756289953979e-05,15562932.18168482
edges,removed,5e-06,5e-06,1.0207106781186476e-08,4.987499999999987e-13,1.9669010032109794e-05,3.918151143929452e-05,0.00010461487185380867,0.00017640144263961007,0.00017640144263961007,353687103.03681314,59.30499790046384,0.0,20465.37700488522,4.886301384828109e-05,8.656331315131521e-07,1.724378318443352e-06,4.604100510286119e-06,7.76342749056924e-06,7.76342749056924e-06,15565769.404650146
edges,removed,5e-06,1.25e-05,1.0846291201783683e-08,4.968749999999988e-13,2.0749393500752874e-05,4.089656683603376e-05,0.00010701621509388157,0.0001757924270679627,0.0001757924270679627,353796079.6336365,60.876464861884116,0.0,21829.01373943891,4.581059006771709e-05,9.13180807968134e-07,1.7998579064538459e-06,4.709783626281728e-06,7.736624715261038e-06,7.736624715261038e-06,15570565.464676341
edges,removed,5e-06,2e-05,1.1561552812808813e-08,4.949999999999988e-13,2.204015520084106e-05,4.326293732596667e-05,0.0001108474711738186,0.00017513043544359713,0.00017513043544359713,353798859.48201525,63.294236032159226,0.0,23356.67234910877,4.281431811232123e-05,9.69987230389015e-07,1.904001871715793e-06,4.878397206359756e-06,7.70749046387271e-06,7.70749046387271e-06,15570687.80580349
edges,removed,5e-06,2.75e-05,1.229508497187464e-08,4.931249999999988e-13,2.3426388206149107e-05,4.5915844350898434e-05,0.00011529483104647839,0.00017444910885094865,0.00017444910885094865,353762451.4087687,66.09081112875597,0.0,24932.99867553799,4.010749019856604e-05,1.0309953449526222e-06,2.02075630988304e-06,5.0741255143555136e-06,7.67750528053025e-06,7.67750528053025e-06,15569085.486499911
edges,removed,5e-06,3.5e-05,1.3035533905932761e-08,4.912499999999986e-13,2.4834459178605064e-05,4.8666025011029995e-05,0.00011938364796477993,0.00017379892517061817,0.00017379892517061817,353789160.6526588,68.69067104274734,0.0,26535.437976453533,3.768545297376886e-05,1.0929645484504088e-06,2.14179176073543e-06,5.254074346929964e-06,7.648890696758906e-06,7.648890696758906e-06,15570260.960323514
edges,removed,1e-05,5e-06,1.0118033988749914e-08,4.974999999999988e-13,1.958209825014619e-05,3.906922558754183e-05,0.00010449775623839454,0.00017601507840368438,0.00017601507840368438,353799152.5702207,59.36863886100293,0.0,20337.75676130641,4.91696312300553e-05,8.618081439889339e-07,1.719436618107716e-06,4.598946252051743e-06,7.74642360054615e-06,7.74642360054615e-06,15570700.704615414
edges,removed,1e-05,1.25e-05,1.0600781059358239e-08,4.937499999999987e-13,2.0402167282972365e-05,4.043348838368887e-05,0.0001064926831871701,0.00017468957946602053,0.00017468957946602053,353801679.9311818,60.96109654204322,0.0,21469.93632275092,4.657675667814328e-05,8.978993821236138e-07,1.779477823766147e-06,4.686742987067356e-06,7.688088392299563e-06,7.688088392299563e-06,15570811.93377131
edges,removed,1e-05,2e-05,1.1236067977499831e-08,4.899999999999986e-13,2.1528833092090964e-05,4.2498578799775556e-05,0.0001098628463560241,0.0001733619297370435,0.0001733619297370435,353799856.60621226,63.37195630128528,0.0,22930.750974489514,4.360956172401423e-05,9.474839443829233e-07,1.8703624529781222e-06,4.8350638681286206e-06,7.629658527727285e-06,7.629658527727285e-06,15570731.689239401
edges,removed,1e-05,2.75e-05,1.1926174977679828e-08,4.862499999999986e-13,2.2810150661360544e-05,4.491770368393084e-05,0.00011381241394578108,0.00017203290698562126,0.00017203290698562126,353795181.46143293,66.1573509045532,0.0,24526.8380003699,4.07716640842541e-05,1.0038747306064776e-06,1.9768281391297963e-06,5.008884337753825e-06,7.571168236437192e-06,7.571168236437192e-06,15570525.936117664
edges,removed,1e-05,3.5e-05,1.2640054944640197e-08,4.824999999999989e-13,2.4155545844816e-05,4.751056993779657e-05,0.0001173706975024298,0.00017068483135567104,0.00017068483135567104,353750945.8148631,68.76457419807512,0.0,26197.005066611866,3.8172302423779805e-05,1.0630855726303522e-06,2.090940182962427e-06,5.165484397081936e-06,7.511839427963082e-06,7.511839427963082e-06,15568579.125312125
edges,removed,2e-05,5e-06,1.0061552812808759e-08,4.94999999999999e-13,1.950396642434542e-05,3.8971331812517746e-05,0.00010438374401629244,0.00017513146842041278,0.00017513146842041278,353800946.3038649,59.603077024235006,0.0,20326.369318805613,4.919717753405262e-05,8.583695623354419e-07,1.715128313068906e-06,4.5939285741570305e-06,7.707535925182366e-06,7.707535925182366e-06,15570779.646833094
edges,removed,2e-05,1.25e-05,1.0358495283014165e-08,4.87499999999999e-13,2.001775248932203e-05,3.990067309774483e-05,0.00010585107986620557,0.00017247915727600904,0.00017247915727600904,353803399.5405321,61.37036007012594,0.0,21248.195452336793,4.706282009891922e-05,8.809812870550626e-07,1.7560286230317501e-06,4.6585060249117075e-06,7.590807711717158e-06,7.590807711717158e-06,15570887.613778818
edges,removed,2e-05,2e-05,1.0828427124746289e-08,4.799999999999989e-13,2.0875677209774023e-05,4.1460545641870844e-05,0.00010835560359509699,0.0001698140742713018,0.0001698140742713018,353779321.3985462,63.80837634340233,0.0,22559.223176554824,4.4327767502175005e-05,9.187385540021547e-07,1.8246786136987358e-06,4.768730114220219e-06,7.473517408679992e-06,7.473517408679992e-06,15569827.934750019
edges,removed,2e-05,2.75e-05,1.1400367627183813e-08,4.724999999999989e-13,2.1919508487848773e-05,4.3435821217315856e-05,0.0001113262581147264,0.00016714588540703865,0.00016714588540703865,353747905.623363,66.60424684916495,0.0,24127.76217393405,4.144603186947566e-05,9.646775685502246e-07,1.911610491774071e-06,4.899468619629108e-06,7.356090416763771e-06,7.356090416763771e-06,15568445.326484207
edges,removed,2e-05,3.5e-05,1.2031128874149238e-08,4.649999999999982e-13,2.309934190014344e-05,4.568518584566946e-05,0.00011377931924616424,0.0001644951713242333,0.0001644951713242333,353753056.61125576,69.16878977675034,0.0,25873.39542827803,3.864973975959342e-05,1.0166020370253127e-06,2.010605029067913e-06,5.007427840023688e-06,7.239432489979507e-06,7.239432489979507e-06,15568672.021461366
edges,removed,5e-05,5e-06,1.00249378105603e-08,4.874999999999984e-13,1.944333473125924e-05,3.887610454176833e-05,0.00010417457542186075,0.00017247883733305212,0.00017247883733305212,353802743.2472876,60.39846802811082,0.0,20563.974996021196,4.862873059286856e-05,8.557011615227192e-07,1.7109373608832241e-06,4.584723064316092e-06,7.590793631027624e-06,7.590793631027624e-06,15570858.730313126
edges,removed,5e-05,1.25e-05,1.0153882032022039e-08,4.687499999999986e-13,1.9671560249135887e-05,3.932879655151574e-05,0.00010472977116170918,0.0001658429815861371,0.0001658429815861371,353798360.7170936,63.149956760342995,0.0,21661.615001647082,4.616460960662273e-05,8.657453665644704e-07,1.7308603362322077e-06,4.609157228826821e-06,7.298749619605894e-06,7.298749619605894e-06,15570665.855159288
edges,removed,5e-05,2e-05,1.0385164807134416e-08,4.4999999999999864e-13,2.009925308616229e-05,4.014864146122142e-05,0.00010556111275715225,0.00015918738336037177,0.00015918738336037177,353749740.8008272,66.31248691247143,0.0,23078.144015854326,4.333104080263194e-05,8.845681283220024e-07,1.7669417107083549e-06,4.64574457244227e-06,7.005836741689962e-06,7.005836741689962e-06,15568526.092644405
edges,removed,5e-05,2.75e-05,1.0706356105256615e-08,4.3124999999999905e-13,2.0700784493904698e-05,4.130003040317874e-05,0.00010608295171884172,0.00015256563028287598,0.00015256563028287598,353775374.56898856,69.5326670378843,0.0,24826.332997696554,4.027981096091728e-05,9.110415255767458e-07,1.8176143380438965e-06,4.668710705146224e-06,6.714413388749372e-06,6.714413388749372e-06,15569654.234781187
edges,removed,5e-05,3.5e-05,1.1103277807866745e-08,4.12499999999999e-13,2.1449685775546404e-05,4.274437926405274e-05,0.00010536653318799019,0.0001459342380900214,0.0001459342380900214,353779971.1273255,72.20137958509332,0.0,26917.037109980054,3.7151191489394244e-05,9.440006709817972e-07,1.8811801314109612e-06,4.637181125603448e-06,6.422565818341842e-06,6.422565818341842e-06,15569856.529313594
edges,removed,8e-05,5e-06,1.0015609770940715e-08,4.799999999999984e-13,1.942699162412033e-05,3.884591060160652e-05,0.0001040192969948545,0.00016982478558446595,0.00016982478558446595,353801636.63430524,61.25095146557291,0.0,20865.853689459895,4.792518987637379e-05,8.549819013775358e-07,1.709608525576703e-06,4.577889260743547e-06,7.473988813572346e-06,7.473988813572346e-06,15570810.028275773
edges,removed,8e-05,1.25e-05,1.0097067370350888e-08,4.499999999999991e-13,1.957637997455521e-05,3.9147432868267675e-05,0.00010397568879293769,0.000159218559430801,0.000159218559430801,353819020.9573363,65.30374923918792,0.0,22437.927489668687,4.4567396006624935e-05,8.615564826801749e-07,1.7228785205324604e-06,4.575970063777188e-06,7.007208800549553e-06,7.007208800549553e-06,15571575.11233237
edges,removed,8e-05,2e-05,1.0246211251235288e-08,4.199999999999989e-13,1.9848451090517096e-05,3.9687008404215286e-05,0.00010365405690190248,0.0001485817061636589,0.0001485817061636589,353765967.05633163,69.76232779810067,0.0,24395.7410743698,4.099076133623182e-05,8.735303324936574e-07,1.7466252398695148e-06,4.561815044252728e-06,6.539080888262628e-06,6.539080888262628e-06,15569240.210149156
edges,removed,8e-05,2.75e-05,1.0459462157844353e-08,3.899999999999991e-13,2.0251720108876896e-05,4.046795964662081e-05,0.00010227672452550207,0.00013796834316951126,0.00013796834316951126,353764982.4859271,74.13057385188891,0.0,26819.133738062505,3.728681208598362e-05,8.912782019916723e-07,1.7809949040477819e-06,4.501198646367346e-06,6.07198678289019e-06,6.07198678289019e-06,15569196.879205652
edges,removed,8e-05,3.5e-05,1.073212459828659e-08,3.599999999999991e-13,2.0770073918920826e-05,4.147321979107594e-05,9.878650909702144e-05,0.00012735572448608465,0.00012735572448608465,353765901.350236,77.56738811361025,0.0,29811.457217462823,3.354415024751707e-05,9.140909531717055e-07,1.825236403005252e-06,4.347594265359914e-06,5.6049254346325854e-06,5.6049254346325854e-06,15569237.318423886
cylindrical_pillars,added,5e-06,5e-06,1.0089269784305161e-08,5.000981738034108e-13,1.941837986863674e-05,3.883487571643026e-05,0.00010422018374418309,0.0001769376822006572,0.0001769376822006572,353805895.4604614,58.902197908296095,0.0,20174.578338434938,4.956733088665763e-05,8.546028980187029e-07,1.7091228802800959e-06,4.586730286581498e-06,7.787027393650923e-06,7.787027393650923e-06,15570997.459214905
cylindrical_pillars,added,5e-06,1.25e-05,1.0223174035202205e-08,5.002454319490814e-13,1.946812523340885e-05,3.887468994912111e-05,0.00010424524597875791,0.00017706074305803856,0.00017706074305803856,353947745.94575626,58.875414266496925,0.0,20436.31662036405,4.893249691598222e-05,8.567921915223234e-07,1.71087510466082e-06,4.587833275525136e-06,7.792443301984277e-06,7.792443301984277e-06,15577240.299072733
cylindrical_pillars,added,5e-06,2e-05,1.0357077903761704e-08,5.003926881062049e-13,1.952513862600247e-05,3.894108297883203e-05,0.00010431525752231874,0.00017698240845097883,0.00017698240845097883,353687039.5144853,58.94103173040066,0.0,20697.900169083776,4.831407977770078e-05,8.593013509303687e-07,1.7137970618983977e-06,4.590914483557248e-06,7.788995795927578e-06,7.788995795927578e-06,15565766.609032499
cylindrical_pillars,added,5e-06,2.75e-05,1.0490982202146372e-08,5.00539946386133e-13,1.956996649742199e-05,3.8974153208429616e-05,0.00010435941489757134,0.0001770608843129658,0.0001770608843129658,353739767.60762906,58.93984733133365,0.0,20959.3305746936,4.771144748331824e-05,8.612742255515418e-07,1.7152524827029875e-06,4.592857849642115e-06,7.792449518613626e-06,7.792449518613626e-06,15568087.172411755
cylindrical_pillars,added,5e-06,3.5e-05,1.0624886648677406e-08,5.006872056068679e-13,1.9622964262174353e-05,3.902661660623544e-05,0.00010441281749407031,0.00017714408206636928,0.00017714408206636928,353801894.84102803,58.94231197345374,0.0,21220.607456504305,4.712400444000914e-05,8.636066571782932e-07,1.7175613968404217e-06,4.595208097914035e-06,7.796111051740913e-06,7.796111051740913e-06,15570821.391953643
