geometry,R,H,k,r2_early,t_cross,n_eq,t_fit_start,t_fit_window,fit_method,anchor_t,q_ratio_anchor,deviation_anchor,alpha_anchor
square_pillar,5e-05,3.5000000000000004e-05,1.40662187710708e-06,0.997155288566922,900.0,0.00020791904442509914,5,500,median_ratio,2000,0.9073854891915838,-0.0926145108084162,0.43566538667724974
square_pillar,8e-05,5e-06,9.60023228401669e-07,0.9958348003858548,3000.0,0.00018816701743203112,5,500,median_ratio,2000,0.9522035052898883,-0.047796494710111714,0.48098126449662726
square_pillar,8e-05,1.25e-05,1.1571993215499991e-06,0.9968148078288028,900.0,0.00020511946405963035,5,500,median_ratio,2000,0.9093344850068352,-0.09066551499316478,0.4499725716409936
square_pillar,8e-05,2e-05,1.35592544616747e-06,0.9967382390441919,900.0,0.00022216852405078995,5,500,median_ratio,2000,0.9005470493284605,-0.09945295067153948,0.43512523117156243
square_pillar,8e-05,2.75e-05,1.5549817872904646e-06,0.9969469565523443,900.0,0.00023920305806019807,5,500,median_ratio,2000,0.8995513015116947,-0.10044869848830529,0.4304685097613594
square_pillar,8e-05,3.5000000000000004e-05,1.753958716255594e-06,0.9969502340110696,900.0,0.0002560843808447769,5,500,median_ratio,2000,0.9011011022285712,-0.0988988977714288,0.42943768365775786
square_recessed,5e-06,5e-06,8.700001761600004e-07,0.9993610005427022,40000.0,0.00017685504022636037,5,500,median_ratio,2000,0.9992129089180346,-0.0007870910819653965,0.49973014928355064
square_recessed,5e-06,1.25e-05,8.774506787826327e-07,0.9994240722636931,40000.0,0.00017678642604567073,5,500,median_ratio,2000,0.9987038752543802,-0.0012961247456197977,0.4985574547146149
square_recessed,5e-06,2e-05,8.856016190985547e-07,0.9993506316241972,30000.0,0.00017672252589406626,5,500,median_ratio,2000,0.9994262489752123,-0.0005737510247877387,0.4989354741432225
square_recessed,5e-06,2.75e-05,8.937110154835635e-07,0.9993807877665695,30000.0,0.00017665497435034522,5,500,median_ratio,2000,1.0011676118032695,0.0011676118032695193,0.5000559992916759
square_recessed,5e-06,3.5000000000000004e-05,9.019706900707226e-07,0.9994163280508268,30000.0,0.00017658790965327346,5,500,median_ratio,2000,1.0028876907236541,0.002887690723654135,0.5012203526250925
square_recessed,1e-05,5e-06,8.726003493951572e-07,0.9993253108552343,40000.0,0.00017672223727023927,5,500,median_ratio,2000,0.9981281184453438,-0.0018718815546562295,0.4991326285402622
square_recessed,1e-05,1.25e-05,8.863631676713221e-07,0.9994295680915439,30000.0,0.00017645627434765364,5,500,median_ratio,2000,0.9959405937839964,-0.004059406216003647,0.49709412096816025
square_recessed,1e-05,2e-05,9.009737317893803e-07,0.999299175209473,30000.0,0.00017619033655145427,5,500,median_ratio,2000,0.9966433706606092,-0.0033566293393908486,0.49677164165987425
square_recessed,1e-05,2.75e-05,9.155776935751615e-07,0.9993749829285806,30000.0,0.00017592495072708594,5,500,median_ratio,2000,0.9982303159578273,-0.0017696840421727034,0.4978811164302105
square_recessed,1e-05,3.5000000000000004e-05,9.299091813151085e-07,0.9994087453758608,30000.0,0.00017565775586833254,5,500,median_ratio,2000,1.00022077068908,0.00022077068907999653,0.49902309677744866
square_recessed,2e-05,5e-06,8.779720308668569e-07,0.999335662949809,30000.0,0.00017619094113063537,5,500,median_ratio,2000,0.9957391437938377,-0.0042608562061623445,0.4979159001199727
square_recessed,2e-05,1.25e-05,9.044663933578519e-07,0.999371186350809,30000.0,0.00017512932361352128,5,500,median_ratio,2000,0.9906057161623298,-0.009394283837670159,0.49374489247956743
square_recessed,2e-05,2e-05,9.316473155335381e-07,0.9992783877045234,30000.0,0.00017406561635428656,5,500,median_ratio,2000,0.9909404459673409,-0.009059554032659123,0.49248595942471596
square_recessed,2e-05,2.75e-05,9.59014189758386e-07,0.9992502378232687,20000.0,0.00017300163312580926,5,500,median_ratio,2000,0.9928447888701827,-0.007155211129817318,0.49280658372892544
square_recessed,2e-05,3.5000000000000004e-05,9.864642157683094e-07,0.9993919273124705,20000.0,0.00017193435806939913,5,500,median_ratio,2000,0.9945150503883555,-0.005484949611644474,0.4928217846544761
square_recessed,5e-05,5e-06,8.963306519589199e-07,0.999144530792036,30000.0,0.00017247446882757338,5,500,median_ratio,2000,0.9862977313525875,-0.01370226864741253,0.4943064997288478
square_recessed,5e-05,1.25e-05,9.613993298833345e-07,0.99904279615215,9000.0,0.00016583595301434957,5,500,median_ratio,2000,0.9729750526441734,-0.027024947355826612,0.48401627012435
square_recessed,5e-05,2e-05,1.02761032202422e-06,0.9990952191452248,6000.0,0.00015920066041762073,5,500,median_ratio,2000,0.9723463928459959,-0.02765360715400411,0.4804224788335032
square_recessed,5e-05,2.75e-05,1.0935189567701627e-06,0.999221749709493,6000.0,0.00015256455144865532,5,500,median_ratio,2000,0.975719471913841,-0.024280528086158992,0.48084094137241323
square_recessed,5e-05,3.5000000000000004e-05,1.1589077286036824e-06,0.9991912236445755,4000.0,0.00014592896103857926,5,500,median_ratio,2000,0.9770945175688673,-0.022905482431132662,0.47401809005825823
square_recessed,8e-05,5e-06,9.145146098393856e-07,0.9989328047371044,20000.0,0.00016557995465277882,5,500,median_ratio,2000,0.9773236347938177,-0.022676365206182325,0.4908779889603099
square_recessed,8e-05,1.25e-05,1.0180485840759489e-06,0.9989373235136016,3000.0,0.00014858572512781802,5,500,median_ratio,2000,0.957536450207237,-0.04246354979276301,0.4752470835727537
square_recessed,8e-05,2e-05,1.1236747423152009e-06,0.998977961713419,3000.0,0.00013160191686081388,5,500,median_ratio,2000,0.9570436026501704,-0.04295639734982959,0.46969127776394126
square_recessed,8e-05,2.75e-05,1.228366787628e-06,0.9990535875525522,3000.0,0.00011462099033416278,5,500,median_ratio,2000,0.9614952527143995,-0.038504747285600494,0.4693805321738792
square_recessed,8e-05,3.5000000000000004e-05,1.3334073151999449e-06,0.9991158868616538,3000.0,9.764010324748214e-05,5,500,median_ratio,2000,0.9605829817853033,-0.039417018214696675,0.45123461925598934
untextured,0.0,0.0,8.652089176957401e-07,0.9997904147477816,40000.0,0.00017687655044823633,5,500,median_ratio,2000,1.002193962053861,0.0021939620538609095,0.500388429586342
